Table: Table_1

Mesa Número ,1948 ,,
Departamento ,01 ,Guatemala ,
Municipio ,01 ,Distrito Central ,
Tipo de Elección ,,Corporación Municipal ,





Table: Table_2

Código ,Nombre y Siglas ,Votos ,Válidos ,,
23 ,TODOS (TODOS) ,,0 ,4 ,
15 ,UNIDAD NACIONAL DE LA ESPERANZA (UNE) ,0 ,1 ,3 ,
41 ,VALOR UNIONISTA (VALOR UNIONISTA) ,0 ,5 ,1 ,
30 ,PARTIDO REPUBLICANO (PR) ,+ ,0 ,,
31 ,CAMBIO (CAMBIO) ,7 ,,2 ,
32 ,PARTIDO AZUL (AZUL : ,7 ,,5 ,
27 ,MOVIMIENTO PARA LA LIBERACION DE LOS PUEBLOS (MLP) ,2 ,D ,1 ,
18 ,VICTORIA (VICTORIA) ,7 ,,2 ,
36 ,VAMOS POR UNA GUATEMALA DIFERENTE (VAMOS) ,,0 ,3 ,
28 ,PARTIDO HUMANISTA DE GUATEMALA (PHG) ,,0 ,1 ,
26 ,BIENESTAR NACIONAL {BIEN) ,,0 ,1 ,
37 ,UNION REPUBLICANA (UR) ,D ,D ,,
25 ,PARTIDO DE AVANZADA NACIONAL (PA N) ,D ,,2 ,
34 ,PARTIDO DE INTEGRACIÓN NACIONAL (PIN) ,7 ,0 ,+ ,
16 ,FRENTE DE CONVERGENCIA NACIONAL (FCN-NACION) ,0 ,,,
80 ,COMITE CIVICO LA GOTA DE AGUA (COMITE CIVICO LA GOTA DE AGUAL ,0 ,,,
13 ,PARTIDO POLITICO NOSOTROS (PPN) ,0 ,0 ,1 ,
88 ,SEMILLA URNG-MAIZ WINAQ (SEMILLA URNG-MAIZ WINAQ) ,,1 ,1 ,
12 ,MI FAMILIA (MI FAMILIA) ,,,2 ,
33 ,CABAL (CABAL) ,0 ,0 ,,
17 ,VISION CON VALORES (VIVA) ,0 ,,4 ,
22 ,PODEMOS (PODEMOS) ,0 ,0 ,8 ,
116 ,PARTIDO DE OPORTUNIDADES Y DESARROLLO (PODER) ,0 ,0 ,,
20 ,COMPROMISO, RENOVACIÓN Y ORDEN (CREO) ,,3 ,7 ,





Table: Table_3

Código Nombre y Siglas ,,Votos ,Válidos ,
Total Votos Válidos (Es la suma de los votos obtenidos por las organizaciones politicas) ,,148 ,,
Votos Nulos ,,1 ,1 ,
Votos en Blanco ,0 ,,0 ,
Total Votos Válidamente Emitidos (Es la suma de los votos vólidos, votos nulos y votos en blanco) ,,15. ,9 ,
Votos Inválidos ,0 ,,0 ,
Total Votos (Es la suma de les votos válidamente emitidos y votos inválidos) ,1 ,S ,9 ,





