Table: Table_1

Mesa Número ,708 ,,
Departamento ,01 ,Guotemala ,
Municipio ,01 ,Distrito Central ,
Tipo de Elección ,Corporación ,Municipal ,





Table: Table_2

Código ,Nombre y Siglas ,Votos ,Válidos ,,
23 ,TODOS (TODOS) ,O ,,,
15 ,UNIDAD NACIONAL DE LA ESPERANZA (UNE) ,C ,A ,2 ,
41 ,VALOR UNIONISTA (VALOR UNIONISTA) ,( ,X ,1 ,
30 ,PARTIDO REPUBLICANO (PR) ,O ,O ,O ,
31 ,CAMBIO (CAMBIO) ,( ,O ,? ,
32 ,PARTIDO AZUL (AZUL) ,,( ,X it ,
27 ,MOVIMIENTO PARA LA LIBERACION DE LOS PUEBLOS (MLP) ,( ,C ,X 1 ,
18 ,VICTORIA (VICTORIA) ,C ,O ,2 ,
36 ,VAMOS POR UNA GUATEMALA DIFERENTE (VAMOS) ,( ,O ,X ? ,
28 ,PARTIDO HUMANISTA DE GUATEMALA (PHG) ,,O ,1 ,
26 ,BIENESTAR NACIONAL (BIEN) ,,C ,3 ,
37 ,UNION REPUBLICANA (UR) ,,,1 ,
25 ,PARTIDO DE AVANZADA NACIONAL (PAN) ,( ,C ,1 ,
34 ,PARTIDO DE INTEGRACIÓN NACIONAL (PIN) ,,X ,2 ,
16 ,FRENTE DE CONVERGENCIA NACIONAL (FCN-NACION) ,,,2 ,
80 ,COMITE CIVICO LA GOTA DE AGUA {COMITE CIVICO LA GOTA DE AGUA) ,,,is ,
13 ,PARTIDO POLITICO NOSOTROS (PPN) ,,,3 ,
88 ,SEMILLA URNG-MAIZ WINAQ (SEMILLA URNG-MAIZ WINAQ) ,,,S ,
12 ,M FAMILIA (MI FAMILIA) ,,,1 ,
33 ,CABAL (CABAL) ,,C ,4 ,
17 ,VISION CON VALORES (VIVA) ,0 ,) ,3 ,
22 ,PODEMOS (PODEMOS) ,,,it ,
116 ,PARTIDO DE OPORTUNIDADES Y DESARROLLO (PODER) ,,,0 ,
20 ,COMPROMISO, RENOVACION Y ORDEN (CREO) ,,05 ,6 ,





Table: Table_3

Código Nombre y Siglas ,,Votos ,Válidos ,
Total Votos Válidos (Es la suma de los votos obtenidos por las organizaciones políticas) ,,2, ,8 ,
Votos Nulos ,0 ,1 ,5 ,
Votos en Blanco ,C ,() ,,
Total Votos Válidamente Emitidos (Es la sumo de los votos vólidas, votos nulos y votos en blanco) ,? ,5 ,3 ,
Votos Inválidos ,,GOO ,,
Total Votos (Es la sumo de los votos válidamente emitidos y votos Inválidos) ,,253 ,,





