Table: Table_1

Mesa Número ,249 ,,
Departamento ,01 ,Guatemala ,
Municipio ,01 ,Distrito Central ,
Tipo de Elección ,,Corporación Municipal ,





Table: Table_2

Código ,Nombre y Siglas ,Votos ,Válidos ,,
23 ,TODOS (TODOS) ,- ,,7 ,
15 ,UNIDAD NACIONAL DE LA ESPERANZA (UNE) ,- ,- ,9 ,
41 ,VALOR UNIONISTA (VALOR UNIONISTA) ,- ,2 ,6 ,
30 ,PARTIDO REPUBLICANO (PR) ,- ,- ,- ,
31 ,CAMBIO (CAMBIO) ,- ,,2 ,
32 ,PARTIDO AZUL (AZUL) ,- ,,,
27 ,MOVIMIENTO PARA LA LIBERACION DE LOS PUEBLOS (MLP) ,- ,- ,1 ,
18 ,VICTORIA (VICTORIA) ,- ,- ,5 ,
36 ,VAMOS POR UNA GUATEMALA DIFERENTE (VAMOS) ,- ,,4 ,
28 ,PARTIDO HUMANISTA DE GUATEMALA (PHG) ,- ,,1 ,
26 ,BIENESTAR NACIONAL (BIEN) ,- ,- ,4 ,
37 ,UNION REPUBLICANA (UR) ,,- ,- ,
25 ,PARTIDO DE AVANZADA NACIONAL (P A NJ ,- ,- ,2 ,
34 ,PARTIDO DE INTEGRACIÓN NACIONAL (PIN) ,- ,- ,- ,
16 ,FRENTE DE CONVERGENCIA NACIONAL (FCN-NACION) ,,- ,,
80 ,COMITE CIVICO LA GOTA DE AGUA, (COMITE CIVICO LA GOTA DE AGUA) ,- ,- ,,
13 ,PARTIDO POLITICO NOSOTROS (PPN) ,- ,,,
88 ,SEMILLA URNG-MAIZ WINAQ (SEMILLA URNG-MAIZ WINAQ) ,- ,60 ,,
12 ,MI FAMILIA (MI FAMILIA) ,,,,
33 ,CABAL (CABAL) ,,,,
17 ,VISION CON VALORES (VIVA) ,- ,- ,5 ,
22 ,PODEMOS (PODEMOS) ,- ,- ,9 ,
116 ,PARTIDO DE OPORTUNIDADES Y DESARROLLO (PODER) ,- ,- ,\ ,
20 ,COMPROMISO, RENOVACION Y ORDEN (CREO) ,- ,26 ,,





Table: Table_3

Código Nombre y Siglas ,,Votos ,Válidos ,
Total Votos Válidos (Es lo sumo de los votos obtenidos por los organizaciones politicas) ,,168 ,,
Votos Nulos ,- ,1 ,2 ,
Votos en Blanco ,- ,- ,1 ,
Total Votos Válidamente Emitidos (Es la suma de los votos válidos, votos nulos y votos en blanco) ,,18 ,1 ,
Votos inválidos ,,,,
Total Votos (Es la sumo de los votos vólidamente emitidos y votos inválidos) ,,101 ,,





