Table: Table_1

Mesa Número ,1096 ,,
Departamento ,01 ,Guatemala ,
Municipio ,01 ,Distrito Central ,
Tipo de Elección ,Corporación ,Municipal ,





Table: Table_2

Código Nombre y Siglas ,,Votos ,Válidos ,
Total Votos Válidos (Es la sumo de los votos obtendos por los organizaciones politicas) ,,224 ,,
Votos Nulos ,,004 ,,
Votos en Blanco ,,000 ,,
Total Votos Válidamente Emitidos (Es lo sumo de los votos válidos, votos nutos y votos en bionco) ,2 ,2 ,8 ,
Votos Inválidos ,,000 ,,
Total Votos (Es la sump de los votos válidomente emitidos y votos invólidos) ,2 ,2 ,8 ,





Table: Table_3

Código ,Nombre Siglas ,Votos ,Válidos ,,
23 ,TODOS (TODOS) ,,006 ,,
15 ,UNIDAD NACIONAL DE LA ESPERANZA (UNE) ,,030 ,,
41 ,VALOR UNIONISTA (VALOR UNIONISTA) ,,080 ,,
30 ,PARTIDO REPUBLICANO (PR) ,,000 ,,
31 ,CAMBIO (CAMBIO) ,,000 ,,
32 ,PARTIDO AZUL (AZUL) ,,,,
27 ,MOVIMIENTO PARA LA LIBERACION DE LOS PUEBLOS (MLP) ,,000 ,,
18 ,VICTORIA (VICTORIA) ,,000 ,,
36 ,VAMOS POR UNA GUATEMALA DIFERENTE (VAMOS) ,0 ,,,
28 ,PARTIDO HUMANISTA DE GUATEMALA {PHG] ,,,,
26 ,BIENESTAR NACIONAL {BIEN) ,,,2 ,
37 ,UNION REPUBLICANA (UR) ,,0 ,0 ,
25 ,PARTIDO DE AVANZADA NACIONAL (PAN) ,,00: ,2 ,
34 ,PARTIDO DE INTEGRACIÓN NACIONAL (PIN) ,,000 ,,
16 ,FRENTE DE CONVERGENCIA NACIONAL (FCN-NACION) ,,,,
80 ,COMITE CIVICO LA GOTA DE AGUA (COMITE CIVICO LA GOTA DE AGUAL ,,00 ,1 ,
13 ,PARTIDO POLITICO NOSOTROS (PPN) ,,001 ,2 ,
88 ,SEMILLA URNG-MAIZ WINAQ (SEMILLA URNG-MAIZ WINAQ) ,,02 ,8 ,
12 ,MI FAMILIA (MIFAMILIA) ,,00 ,0 ,
33 ,CABAL (CA8AL) ,,00 ,5 ,
17 ,VISION CON VALORES (VIVA) ,,001 ,,
22 ,PODEMOS (PODEMOS) ,,011 ,5 ,
116 ,PARTIDO DE OPORTUNIDADES DESARROLLO (PODER) ,,000 ,,
20 ,COMPROMISO, RENOVACION Y ORDEN (CREO) ,,04 ,5 ,





