Table: Table_1

Mesa Número ,1247 ,,
Departamento ,01 ,Guatemala ,
Municipio ,01 ,Distrito Central ,
Tipo de Elección ,,Corporación Municipal ,





Table: Table_2

Código ,Nombre Y Siglas ,Votos ,Válidos ,,
23 ,TODOS (TODOS) ,,,7 ,
15 ,UNIDAD NACIONAL DE LA ESPERANZA (UNE) ,O ,1 ,8 ,
41 ,VALOR UNIONISTA (VALOR UNIONISTA) ,,048 ,,
30 ,PARTIDO REPUBLICANO (PR) ,,000 ,,
31 ,CAMBIO (CAMBIO) ,0 ,0 ,2 ,
32 ,PARTIDO AZUL (AZUL) ,0 ,O ,5 ,
27 ,MOVIMIENTO PARA LA LIBERACION DE LOS PUEBLOS (MLP) ,,200 ,,
18 ,VICTORIA (VICTORIA) ,,000 ,,
36 ,VAMOS POR UNA GUATEMALA DIFERENTE (VAMOS) ,,005 ,,
28 ,PARTIDO HUMANISTA DE GUATEMALA (PHG) ,O ,O ,1 ,
26 ,BIENESTAR NACIONAL (BIEN) ,O ,O ,1 ,
37 ,UNION REPUBLICANA (UR) ,0 ,,00 ,
25 ,PARTIDO DE AVANZADA NACIONAL (PAN) ,0 ,,2 ,
34 ,PARTIDO DE INTEGRACIÓN NACIONAL (PIN) ,,,1 ,
16 ,FRENTE DE CONVERGENCIA NACIONAL (FCN-NACION) ,,000 ,,
80 ,COMITE CIVICO LA GOTA DE AGUA (COMITE CIVICO LA GOTA DE AGUA) ,,000 ,,
13 ,PARTIDO POLITICO NOSOTROS (PPN) ,,00 ,4 ,
88 ,SEMILLA URNG-MAIZ WINAQ (SEMILLA URNG-MAIZ WINAQ) ,0 ,4 ,6 ,
12 ,M FAMILIA (MI FAMILIA) ,0 ,O ,1 ,
33 ,CABAL (CABAL) ,,00 ,6 ,
17 ,VISION CON VALORES (VIVA) ,0 ,0 ,4 ,
22 ,PODEMOS (PODEMOS) ,0 ,0 ,7 ,
116 ,PARTIDO DE OPORTUNIDADES Y DESARROLLO (PODER) ,,00 ,1 ,
20 ,COMPROMISO, RENOVACION Y ORDEN (CREO) ,,076 ,,





Table: Table_3

Código Nombre y Siglas ,,Votos ,Válidos ,
Total Votos Válidos (Es la sumo de los votos obtenidos por las organizaciones políticos) ,,234 ,,
Votos Nulos ,0 ,1 ,1 ,
Votos en Blanco ,,001 ,,
Total Votos Válidamente Emitidos (Es la suma de los votos vólidos, votos nulos y votos en blanco) ,,247 ,,
Votos Inválidos ,,000 ,,
Total Votos (Es la suma de los votos vólidamente emitidos y votos invólidos) ,,247 ,,





