Table: Table_1

Mesa Número ,1934 ,,
Departamento ,01 ,Guatemala ,
Municipio ,01 ,Distrito Central ,
Tipo de Elección ,Corporación ,Municipal ,





Table: Table_2

Código ,Nombre y Siglas ,Votos ,Válidos ,,
23 ,TODOS (TODOS) ,,008 ,,
15 ,UNIDAD NACIONAL DE LA ESPERANZA (UNE) ,,010 ,,
41 ,VALOR UNIONISTA (VALOR UNIONISTA) ,C ,146 ,,
30 ,PARTIDO REPUBLICANO (PR) ,,000 ,,
31 ,CAMBIO (CAMBIO) ,C ,0 ,0 ,
32 ,PARTIDO AZUL (AZUL) ,,006 ,,
27 ,MOVIMIENTO PARA LA LIBERACION DE LOS PUEBLOS (MLP) ,I ,0 ,I ,
18 ,VICTORIA (VICTORIA) ,,003 ,,
36 ,VAMOS POR UNA GUATEMALA DIFERENTE (VAMOS) ,O ,C ,0 ,
28 ,PARTIDO HUMANISTA DE GUATEMALA (PHG) ,O ,0 ,\ ,
26 ,BIENESTAR NACIONAL (BIEN) ,0 ,0 ,2 ,
37 ,UNION REPUBLICANA (UR) ,,000 ,,
25 ,PARTIDO DE AVANZADA NACIONAL (PA N) ,( ,C ,I ,
34 ,PARTIDO DE INTEGRACIÓN NACIONAL (PIN) ,o ,C ,\ ,
16 ,FRENTE DE CONVERGENCIA NACIONAL (FCN-NACION ,C ,U ,,
80 ,COMITE CIVICO LA GOTA DE AGUA (COMITE CIVICO LA GOTA DE AGUA) ,à ,C ,C ,
13 ,PARTIDO POLITICO NOSOTROS (PPN) ,C ,C ,,
88 ,SEMILLA URNG-MAIZ WINAQ (SEMILLA URNG-MAIZ WINAQ) ,C ,,E ,
12 ,MI FAMILIA (MI FAMILIA) ,C ,O ,\ ,
33 ,CABAL (CABAL) ,( ,0 ,\ ,
17 ,VISION CON VALORES (VIVA) ,,003 ,,
22 ,PODEMOS (PODEMOS) ,: ,O ,4 ,
116 ,PARTIDO DE OPORTUNIDADES Y DESARROLLO (PODER) ,C ,,,
20 ,COMPROMISO, RENOVACION Y ORDEN (CREO) ,O ,3 ,2 ,





Table: Table_3

Código Nombre Y Siglas ,,Votos ,Válidos ,
Total Votos Válidos (Es lo suma de los votos obtenidos por las organizaciones políticas) ,,135 ,,
Votos Nulos ,,00 ,7 ,
Votos en Blanco 10001 ,4 ,,& ,
Total Votos Válidamente Emitidos (Es la suma de los votos vólidos, votos nulos y votos en blanco) ,,4 ,2 ,
Votos Inválidos ,,000 ,,
Total Votos (Es lo sumo de los votos válidomente emitidos y votos invólidos) ,,14, ,2 ,





