Table: Table_1

Mesa Número ,669 ,,
Departamento ,01 ,Guatemala ,
Municipio ,01 ,Distrito Central ,
Tipo de Elección ,,Corporación Municipal ,





Table: Table_2

Código ,Nombre y Siglas ,Votos ,Válidos ,,
23 ,TODOS (TODOS) ,,002 ,,
15 ,UNIDAD NACIONAL DE LA ESPERANZA (UNE) ,,014 ,,
41 ,VALOR UNIONISTA (VALOR UNIONISTA) ,,02. ,5 ,
30 ,PARTIDO REPUBLICANO (PR) ,,00 ,2 ,
31 ,CAMBIO (CAMBIO) ,,005 ,,
32 ,PARTIDO AZUL (AZUL) ,,003 ,,
27 ,MOVIMIENTO PARA LA LIBERACION DE LOS PUEBLOS (MLP) ,,000 ,,
18 ,VICTORIA (VICTORIA) ,,002 ,,
36 ,VAMOS POR UNA GUATEMALA DIFERENTE (VAMOS) ,,004 ,,
28 ,PARTIDO HUMANISTA DE GUATEMALA (PHG) ,,000 ,,
26 ,BIENESTAR NACIONAL (BIEN) ,,000 ,,
37 ,UNION REPUBLICANA (UR) ,,000 ,,
25 ,PARTIDO DE AVANZADA NACIONAL (PAN) ,,,1 ,
34 ,PARTIDO DE INTEGRACIÓN NACIONAL (PIN) ,,001 ,,
16 ,FRENTE DE CONVERGENCIA NACIONAL (FCN-NACION) ,,000 ,,
80 ,COMITE CIVICO LA GOTA DE AGUA (COMITE CIVICO LA GOTA DE AGUA) ,,000 ,,
13 ,PARTIDO POLITICO NOSOTROS (PPN) ,,002 ,,
88 ,SEMILLA URNG-MAIZ WINAQ (SEMILLA URNG-MAIZ WINAQ) ,,017 ,,
12 ,MI FAMILIA (MI FAMILIA) ,,001 ,,
33 ,CABAL (CABAL) ,,002 ,,
17 ,VISION CON VALORES (VIVA) ,00 ,,2 ,
22 ,PODEMOS (PODEMOS) ,0 ,\ ,3 ,
116 ,PARTIDO DE OPORTUNIDADES Y DESARROLLO (PODER) ,,000 ,,
20 ,COMPROMISO, RENOVACION Y ORDEN (CREO) ,,061 ,,





Table: Table_3

Código Nombre Siglas ,,Votos ,Válidos ,
Total Votos Válidos (Es la suma de los votos obtenidos por los organizaciones politicos) ,,157 ,,
Votos Nulos ,,013 ,,
Votos en Blanco ,,00 ,1 ,
Total Votos Válidamente Emitidos (Es to suma de los votos válidos, votos nulos y votos en blanco) ,,7 ,\ ,
Votos Inválidos ,,000 ,,
Total Votos (Es la suma de los votas válidamente emitidos y votos invólidos) ,,,,





