Table: Table_1

Mesa Número ,99 ,,
Departamento ,01 ,Guatemala ,
Municipio ,01 ,Distrito Central ,
Tipo de Elección ,Corporación ,Municipal ,





Table: Table_2

Código ,Nombre y Siglas ,Votos Válidos ,,
23 ,TODOS (TODOS) ,01 ,4 ,
15 ,UNIDAD NACIONAL DE LA ESPERANZA (UNE) ,02 ,2 ,
41 ,VALOR UNIONISTA (VALOR UNIONESTA) ,O 7 ,5 ,
30 ,PARTIDO REPUBLICANO (PR) ,000 ,,
31 ,CAMBIO (CAMBIO) ,00 ,7 ,
32 ,PARTIDO AZUL (AZUL) ,01 ,0 ,
27 ,MOVIMIENTO PARA LA LIBERACION DE LOS PUEBLOS (MLP) ,00 ,1 ,
18 ,VICTORIA (VICTORIA) ,00 ,7 ,
36 ,VAMOS POR UNA GUATEMALA DIFERENTE (VAMOS) ,00 ,S ,
28 ,PARTIDO HUMANISTA DE GUATEMALA (PHG) ,00 ,1 ,
26 ,BIENESTAR NACIONAL (BIEN) ,003 ,,
37 ,UNION REPUBLICANA (UR) ,000 ,,
25 ,PARTIDO DE AVANZADA NACIONAL (PAN) ,003 ,,
34 ,PARTIDO DE INTÉGRACIÓN NACIONAL (PIN) ,,00 ,
16 ,FRENTE DE CONVERGENCIA NACIONAL (FCN-NACION) ,001 ,,
80 ,COMITE CIVICO LA GOTA DE AGUA (COMITE CIVICO LA GOTA DE AGUA) ,000 ,,
13 ,PARTIDO POLITICO NOSOTROS (PPN) ,001 ,,
88 ,SEMILLA URNG-MA1Z WINAQ (SEMILLA URNG-MAIZ WINAQ) ,05 ,4 ,
12 ,MI FAMILIA (MI FAMILIA) ,002 ,,
33 ,CABAL (CABAL) ,006 ,,
17 ,VISION CON VALORES (VIVA) ,008 ,,
22 ,PODEMOS (PODEMOS) ,01 ,1 ,
116 ,PARTIDO DE OPORTUNIDADES DESARROLLO (PODER) ,000 ,,
20 ,COMPROMISO RENOVACION Y ORDEN (CREO) ,0 5 ,4 ,





Table: Table_3

Código Nombre y Siglas ,,Votos ,Válidos ,
Total Votos Válidos (Es la suma de los votos obtenidos por los organizaciones políticas) ,,285 ,,
Votos Nulos ,,010 ,,
Votos en Blanco ,,001 ,,
Total Votos Válidamente Emitidos (Es to suma de los votos válidos, votos nulos y votos en blanco) ,,296 ,,
Votos Inválidos ,,000 ,,
Total Votos (Es la suma de los votos válidomente emitidos y votos inválidos) ,2 ,a ,,





