Table: Table_1

Mesa Número ,1709 ,,
Departamento ,01 ,Guatemala ,
Municipio ,01 ,Distrito Central ,
Tipo de Elección ,Corporación ,Municipal ,





Table: Table_2

Código Nombre y Siglas ,,Votos ,Válidos ,
Total Votos Válidos (Es la sumo de los votos obtenidos por las organizaciones politicos) ,,155 ,,
Votos Nulos ,0 ,1 ,2 ,
Votos en Blanco ,,000 ,,
Total Votos Validamente Emitidos (Es la sumo de los votos válidos, votos nutos y votos en bionco) ,,167 ,,
Votos Inválidos ,,000 ,,
Total Votos (ES la sumo de los votos validamente emitidos y votos inválidos) ,1 ,6 ,7 ,





Table: Table_3

Código ,Nombre y Siglas ,Votos ,Válidos ,,
23 ,TODOS (TODOS) ,0 ,0 ,6 ,
15 ,UNIDAD NACIONAL DE LA ESPERANZA (UNE) ,,00 ,7 ,
41 ,VALOR UNIONISTA (VALOR UNIONISTA) ,0 ,1 ,5 ,
30 ,PARTIDO REPUBLICANO (PR) ,,000 ,,
31 ,CAMBIO (CAMBIO) ,0 ,0 ,1 ,
32 ,PARTIDO AZUL (AZUL) ,,002 ,,
27 ,MOVIMIENTO PARA LA LIBERACION DE LOS PUEBLOS (MLP) ,0 ,0 ,0 ,
18 ,VICTORIA (VICTORIA) ,0 ,0 ,1 ,
36 ,VAMOS POR UNA GUATEMALA DIFERENTE (VAMOS) ,,001 ,1 ,
28 ,PARTIDO HUMANISTA DE GUATEMALA (PHG) ,,00. ,0 ,
26 ,BIENESTAR NACIONAL (BIEN) ,,004 ,,
37 ,UNION REPUBLICANA (UR) ,0 ,0 ,,
25 ,PARTIDO DE AVANZADA NACIONAL (PAN) ,,001 ,2 ,
34 ,PARTIDO DE INTEGRACIÓN NACIONAL {PIN] ,,00 ,1 ,
16 ,FRENTE DE CONVERGENCIA NACIONAL (FCN-NACION) ,,00 ,1 ,
80 ,COMITE CIVICO LA GOTA DE AGUA (COMITE CIVICO LA GOTA DE AGUA) ,0 ,0 ,U ,
13 ,PARTIDO POLITICO NOSOTROS (PPN) ,,003 ,,
88 ,SEMILLA URNG-MAIZ WINAQ {SEMILLA URNG-MAIZ WINAQ) ,0 ,4 ,4 ,
12 ,MI FAMILIA (MI FAMILIA) ,,00 ,1 ,
33 ,CABAL (CABAL) ,,001 ,1 ,
17 ,VISION CON VALORES [VIVA) ,,00 ,4 ,
22 ,PODEMOS (PODEMOS) ,,010 ,,
116 ,PARTIDO DE OPORTUNIDADES Y DESARROLLO (PODER) ,,000 ,,
20 ,COMPROMISO. RENOVACION Y ORDEN (CREO) ,,051 ,,





