Table: Table_1

Mesa Número ,481 ,,
Departamento ,01 ,Guatemala ,
Municipio ,01 ,Distrito Central ,
Tipo de Elección ,Corporación ,Municipal ,





Table: Table_2

Código ,Nombre y Siglas ,Votos ,Válidos ,,
23 ,TODOS (TODOS) ,,,3 ,
15 ,UNIDAD NACIONAL DE LA ESPERANZA (UNE) ,,1 ,(1) ,
41 ,VALOR UNIONISTA (VALOR UNIONISTA) ,,, ,O ,
30 ,PARTIDO REPUBLICANO (PR) ,^ ,C. ,1 ,
31 ,CAMBIO (CAMBIO) ,,00 ,0 ,
32 ,PARTIDO AZUL (AZUL) ,() ,0 ,4 ,
27 ,MOVIMIENTO PARA LA LIBERACION DE LOS PUEBLOS (MLP) ,,00 ,I ,
18 ,VICTORIA (VICTORIA) ,C ,0 ,- ,
36 ,VAMOS POR UNA GUATEMALA DIFERENTE (VAMOS) ,C ,r ,, ,
28 ,PARTIDO HUMANISTA DE GUATEMALA (PHG) ,,( ,3 ,
26 ,BIENESTAR NACIONAL (BIEN) ,( ,O ,I ,
37 ,UNION REPUBLICANA (UR) ,O ,a ,2 ,
25 ,PARTIDO DE AVANZADA NACIONAL (P AN) ,,000 ,,
34 ,PARTIDO DE INTEGRACIÓN NACIONAL (PIN) ,0 ,O ,2 ,
16 ,FRENTE DE CONVERGENCIA NACIONAL (FCN-NACION) ,,O ,- ,
80 ,COMITE CIVICO LA GOTA DE AGUA (COMITE CIVICO LA GOTA DE AGUA) ,,OCO ,,
13 ,PARTIDO POLITICO NOSOTROS (PPN) ,,0 ,3 ,
88 ,SEMILLA URNG-MAIZ WINAQ (SEMILLA URNG-MAIZ WINAQ] ,C ,3 ,0 ,
12 ,MI FAMILIA (MI FAMILIA) ,,00 ,O ,
33 ,CABAL (CABAL) ,C ,O ,2 ,
17 ,VISION CON VALORES (VIVA) ,0 ,C ,5 ,
22 ,PODEMOS (PODEMOS) ,C ,1 ,6 ,
116 ,PARTIDO DE OPORTUNIDADES DESARROLLO (PODER) ,,O ,2 ,
20 ,COMPROMISO, RENOVACION Y ORDEN (CREO) ,,06 ,0 ,





Table: Table_3

Código Nombre y Siglas ,,Votos ,Validos ,
Total Votos Válidos (Es la sumo de los votos obtenidos por los organizationes políticos) ,7 ,,4 ,
Votos Nulos ,0 ,7 ,O ,
Votos en Blanco ,0 ,0 ,I ,
Total Votos Válidamente Emitidos (Es la suma de los votos válidos, votos nulos y votos en blanco) ,2 ,4 ,5 ,
Votos Inválidos ,,000 ,,
Total Votos (Es la suma de los votos válldamente emitidos y votos invólidos) ,2 ,4 ,5 ,





