Table: Table_1

Mesa Número ,1610 ,,
Departamento ,01 ,Guatemala ,
Municipio ,01 ,Distrito Central ,
Tipo de Elección ,Corporación ,Municipal ,





Table: Table_2

Código ,Nambre y Siglas ,Votos ,Válidos ,,
23 ,TODOS (TODOS) ,,1 ,5 ,
15 ,UNIDAD NACIONAL DE LA ESPERANZA (UNE) ,,I ,- ,
41 ,VALOR UNIONISTA {VALOR UNIONISTA) ,,I ,O ,
30 ,PARTIDO REPUBLICANO (PR) ,X C. ,C ,C ,
31 ,CAMBIO (CAMBIO) ,C ,O ,2 ,
32 ,PARTIDO AZUL (AZUL) ,( ,C ,5 ,
27 ,MOVIMIENTO PARA LA LIBERACION DE LOS PUEBLOS (MLP) ,0 ,C ,I ,
18 ,VICTORIA (VICTORIA) ,() ,. 1 ,3 ,
36 ,VAMOS POR UNA GUATEMALA DIFERENTE (VAMOS) ,C ,C ,(D ,
28 ,PARTIDO HUMANISTA DE GUATEMALA (PHG) ,( ,O ,0 ,
26 ,BIENESTAR NACIONAL (BIEN) ,C ,0 ,4 ,
37 ,UNION REPUBLICANA (UR) ,C ,C ,1 ,
25 ,PARTIDO DE AVANZADA NACIONAL (PAN) ,O ,O ,to ,
34 ,PARTIDO DE INTEGRACIÓN NACIONAL (PIN) ,C ,C ,0 ,
16 ,FRENTE DE CONVERGENCIA NACIONAL (FCN-NACION) ,C ,C ,1 ,
80 ,COMITE CIVICO LA GOTA DE AGUA (COMITE CIVICO LA GOTA DE AGUA) ,C ,O ,0 ,
13 ,PARTIDO POLITICO NOSOTROS (PPN) ,,C ,0 ,
88 ,SEMILLA URNG-MAIZ WINAQ (SEMILLA URNG-MAIZ WINAQ) ,J ,4 ,a ,
12 ,MI FAMILIA (MI FAMILIA) ,( ,C ,3 ,
33 ,CABAL (CABAL) ,C ,C ,2 ,
17 ,VISION CON VALORES (VIVA) ,0 ,1 ,O ,
22 ,PODEMOS (PODEMOS) ,( ,1 ,4 ,
116 ,PARTIDO DE OPORTUNIDADES Y DESARROLLO {PODER) ,C ,O ,1 ,
20 ,COMPROMISO, RENOVACION Y ORDEN (CREO) ,C ,4 ,C ,





Table: Table_3

Código Nombre y Siglas ,,Votos ,Válidos ,
Total Votos Válidos (Es la suma de los votos obtenidos por las orgonizaciones políticas) ,2 ,4 ,C ,
Votos Nulos ,C ,10 ,,
Votos en Blanco ,( ,C ,C ,
Total Votos Válidamente Emitidos (Es la sumo de los votos válidos, votos nutos y votos en bianco) ,2 ,5 ,O ,
Votos Inválidos ,,C. ,0 ,
Total Votos (Es la sump de los votos vólidomente emitidos y votos inválidos) ,2 ,5 ,O ,





