Table: Table_1

Mesa Número ,1797 ,,
Departamento ,01 ,Guatemala ,
Municipio ,01 ,Distrito Central ,
Tipo de Elección ,,Corporación Municipal ,





Table: Table_2

Código Nombre y Siglas ,,Votos ,Válidos ,
Total Votos Válidos (Es la suma de los votos obtenidos por los organizaciones políticas) ,,170 ,,
Votos Nulos ,,07 ,5 ,
Votos en Blanco ,,001 ,,
Total Votos Válidamente Emitidos (Es la sumo de los votos válidos, votos nutos y votos en blanco) ,,246 ,,
Votos inválidos ,,001 ,,
Total Votos (Es la sumo de los votos válidamente emitidos y votos inválidos) ,7 ,4 ,7 ,





Table: Table_3

Código ,Nombre y Siglas ,Votos ,Válidos ,,
23 ,TODOS (TODOS) ,,,6 ,
15 ,UNIDAD NACIONAL DE LA ESPERANZA (UNE) ,0 ,3 ,5 ,
41 ,VALOR UNIONISTA (VALOR UNIONISTA) ,0 ,71 ,4 ,
30 ,PARTIDO REPUBLICANO (PR) ,,00 ,3 ,
31 ,CAMBIO (CAMBIO) ,O ,C ,0 ,
32 ,PARTIDO AZUL (AZUL) ,C ,O ,2 ,
27 ,MOVIMIENTO PARA LA LIBERACION DE LOS PUEBLOS (MLP) ,,,0 ,
18 ,VICTORIA (VICTORIA) ,0 ,,2 ,
36 ,VAMOS POR UNA GUATÉMALA DIFERENTE (VAMOS) ,,00 ,1 ,
28 ,PARTIDO HUMANISTA DE GUATEMALA (PHG) ,,00 ,O ,
26 ,BIENESTAR NACIONAL (BIEN) ,,00 ,2 ,
37 ,UNION REPUBLICANA (UR) ,C ,O ,1 ,
25 ,PARTIDO DE AVANZADA NACIONAL (P AN) ,,00 ,2 ,
34 ,PARTIDO DE INTÉGRACIÓN NACIONAL (PIN) ,,901 ,,
16 ,FRENTE DE CONVERGENCIA NACIONAL (FCN-NACION) ,,00 ,1 ,
80 ,COMITE CIVICO LA GOTA DE AGUA (COMITE CIVICO LA GOTA DE AGUA! ,,00 ,2 ,
13 ,PARTIDO POLITICO NOSOTROS (PPN) ,,00 ,1 ,
88 ,SEMILLA URNG-MAIZ WINAQ (SEMILLA URNG-MAIZ WINAQ) ,0 ,a ,1 ,
12 ,MI FAMILIA (MI FAMILIA) ,0 ,O ,2 ,
33 ,CABAL (CABAL) ,,00 ,1 ,
17 ,VISION CON VALORES (VIVA) ,,01 ,0 ,
22 ,PODEMOS (PODÉMOS) ,C ,O ,7 ,
116 ,PARTIDO DE OPORTUNIDADES Y DESARROLLO (PODER) ,,00 ,2 ,
20 ,COMPROMISO, RENOVACION Y ORDEN (CREO ) ,0 ,4 ,4 ,





