Table: Table_1

Mesa Número ,1907 ,,
Departamento ,01 ,Guatemala ,
Municipio ,01 ,Distrito Central ,
Tipo de Elección ,,Corporación Municipal ,





Table: Table_2

Código ,Nombre y Siglas ,Votos ,Válidos ,,
23 ,TODOS (TODOS) ,,004 ,,
15 ,UNIDAD NACIONAL DE LA ESPERANZA (UNE) ,,00 ,6 ,
41 ,VALOR UNIONISTA (VALOR UNIONISTA) ,O ,4 ,8 ,
30 ,PARTIDO REPUBLICANO (PR) ,,000 ,,
31 ,CAMBIO (CAMBIO) ,0 ,O ,X 2 ,
32 ,PARTIDO AZUL (AZUL ,O ,0 ,X 4 ,
27 ,MOVIMIENTO PARA LA LIBERACION DE LOS PUEBLOS (MLP) ,O ,0 ,,
18 ,VICTORIA (VICTORIA) ,() ,O ,2 ,
36 ,VAMOS POR UNA GUATEMALA DIFERENTE (VAMOS) ,C ,0 ,4 ,
28 ,PARTIDO HUMANISTA DE GUATEMALA (PHG) ,C ,O ,I ,
25 ,BIENESTAR NACIONAL (BIEN) ,,00 ,3 ,
37 ,UNION REPUBLICANA (UR) ,C ,O ,3 ,
25 ,PARTIDO DE AVANZADA NACIONAL (P N) ,() ,0 ,2 ,
34 ,PARTIDO DE INTEGRACIÓN NACIONAL (PIN) ,,,4 ,
16 ,FRENTE DE CONVERGENCIA NACIONAL (FCN-NACION ,,000 ,,
80 ,COMITE CIVICO LA GOTA DE AGUA (COMITE CIVICO LA GOTA DE AGUA! ,,000 ,,
13 ,PARTIDO POLITICO NOSOTROS (PPN) ,,00 ,3 ,
88 ,SEMILLA URNG-MAIZ WINAQ (SEMILLA URNG-MAIZ WINAQ) ,n ,\ ,8 ,
12 ,MI FAMILIA (MI FAMILIA) ,() ,0 ,1 ,
33 ,CABAL (CABAL) ,O ,O. ,4 ,
17 ,VISION CON VALORES (VIVA) ,O ,0 ,X 6 ,
22 ,PODEMOS (PODEMOS) ,O ,0 ,3 ,
116 ,PARTIDO DE OPORTUNIDADES DESARROLLO (PODER) ,O ,0 ,O ,
20 ,COMPROMISO, RENOVACION Y ORDEN (CREO) ,O ,3 ,3 ,





Table: Table_3

Código Nombre Siglas ,,Votos ,Válidos ,
Total Votos Válidos (Es la suma de los votos obtenidos por las organizaciones politicos) ,,151 ,,
Votos Nulos ,,018 ,,
Votos en Blanco ,,001 ,,
Total Votos Válidamente Emitidos (Es la sumo de los votos válidos, votos nulos y votos en bionco) ,,170. +7+ ,,
Votos Inválidos ,,001 ,,
Total Votos (Es la sump de los votos vólidamente emitidos y votos invólidos) ,I ,7 ,I ,





