Table: Table_1

Mesa Número ,1587 ,,
Departamento ,01 ,Guatemala ,
Municipio ,01 ,Distrito Central ,
Tipo de Elección ,Corporación ,Municipal ,





Table: Table_2

Código ,Nombre y Siglas ,Votos ,Válidos ,,
23 ,TODOS (TODOS) ,,012 ,,
15 ,UNIDAD NACIONAL DE LA ESPERANZA (UNE) ,,1 ,1 ,
41 ,VALOR UNIONISTA (VALOR UNIONISTA) ,,02 ,9 ,
30 ,PARTIDO REPUBLICANO (PR) ,,00 ,3 ,
31 ,CAMBIO (CAMBIO) ,,00 ,3 ,
32 ,PARTIDO AZUL (AZUL) ,,O ,5 ,
27 ,MOVIMIENTO PARA LA LIBERACION DE LOS PUEBLOS (MLP) ,,00 ,2 ,
18 ,VICTORIA (VICTORIA) ,0 ,,3 ,
36 ,VAMOS POR UNA GUATEMALA DIFERENTE (VAMOS) ,,006 ,,
28 ,PARTIDO HUMANISTA DE GUATEMALA (PHG) ,,00 ,,
26 ,BIENESTAR NACIONAL (BIEN) ,,0 ,3 ,
37 ,UNION REPUBLICANA (UR) ,,,1 ,
25 ,PARTIDO DE AVANZADA NACIONAL (PAN) ,,001 ,3 ,
34 ,PARTIDO DE INTEGRACIÓN NACIONAL (PIN) ,,001 ,,
16 ,FRENTE DE CONVERGENCIA NACIONAL (FCN-NACION) ,,004 ,,
80 ,COMITE CIVICO LA GOTA DE AGUA (COMITE CIVICO LA GOTA DE AGUA) ,,001 ,,
13 ,PARTIDO POLITICO NOSOTROS (PPN) ,,005 ,,
88 ,SEMILLA URNG-MAIZ WINAQ (SEMILLA URNG-MAIZ WINAQ) ,,03 ,3 ,
12 ,MI FAMILIA (M) FAMILIA) ,,00. ,O ,
33 ,CABAL (CABAL) ,,005 ,,
17 ,VISION CON VALORES (VIVA) ,,00 ,3 ,
22 ,PODEMOS (PODEMOS) ,,005 ,,
116 ,PARTIDO DE OPORTUNIDADES Y DESARROLLO (PODER) ,,001 ,,
20 ,COMPROMISO, RENOVACION Y ORDEN (CREO) ,,069 ,,





Table: Table_3

Código Nombre y Siglas ,,Votos ,Válidos ,
Total Votos Válidos (Es la sumo de los votos obtenidos por los organizaciones politicas) ,,208 ,,
Votos Nulos ,,02 ,4 ,
Votos en Blanco ,,000 ,,
Total Votos Validamente Emitidos (Es to sumo de los votos vólidos, votas nulos y votos en blanco) ,,232 ,,
Votos Inválidos ,,00 ,1 ,
Total Votos (Es la sumo de los votos vólidamente emitidos y votos invólidos) ,,233 ,,





