Table: Table_1

Mesa Número ,1601 ,,
Departamento ,01 ,Guatemala ,
Municipio ,01 ,Distrito Central ,
Tipo de Elección ,,Corporación Municipal ,





Table: Table_2

Código ,Nombre y Siglas ,Votos ,Válidos ,,
23 ,TODOS (TODOS) ,,007 ,,
15 ,UNIDAD NACIONAL DE LA ESPERANZA (UNE) ,,1 ,6 ,
41 ,VALOR UNIONISTA (VALOR UNIONISTA) ,,06. ,0 ,
30 ,PARTIDO REPUBLICANO (PR) ,,000 ,0 ,
31 ,CAMBIO (CAMBIO) ,,006 ,,
32 ,PARTIDO AZUL (AZUL) ,,00 ,7 ,
27 ,MOVIMIENTO PARA LA LIBERACION DE LOS PUEBLOS (MLP) ,,000 ,,
18 ,VICTORIA (VICTORIA) ,,0 ,a ,
36 ,VAMOS POR UNA GUATEMALA DIFERENTE (VAMOS) ,,006 ,,
28 ,PARTIDO HUMANISTA DE GUATEMALA (PHG) ,,00 ,2 ,
26 ,BIENESTAR NACIONAL {BIEN) ,,0000 ,6 ,
37 ,UNION REPUBLICANA (UR) ,0 ,0 ,1 ,
25 ,PARTIDO DE AVANZADA NACIONAL PAN) ,0 ,1 ,1 ,
34 ,PARTIDO DE INTEGRACIÓN NACIONAL (PIN) ,,,1 ,
16 ,FRENTE DE CONVERGENCIA NACIONAL (FCN-NACION) ,,,1 ,
80 ,COMITE CIVICO LA GOTA DE AGUA (COMITE CIVICO LA GOTA DE AGUA) ,,000 ,,
13 ,PARTIDO POLITICO NOSOTROS (PPN) ,0 ,0 ,4 ,
88 ,SEMILLA URNG-MAIZ WINAO (SEMILLA URNG-MAIZ WINAQ) ,0 ,2 ,5 ,
12 ,MITFAMILIA (MI FAMILIA) ,O ,0 ,1 ,
33 ,CABAL (CABAL) ,,00 ,4 ,
17 ,VISION CON VALORES (VIVA) ,0 ,1 ,1 ,
22 ,PODEMOS (PODEMOS) ,0 ,1 ,3 ,
116 ,PARTIDO DE OPORTUNIDADES Y DESARROLLO (PODER) ,,00. ,1 ,
20 ,COMPROMISO, RENOVACION y ORDEN (CREO) ,0 ,5 ,4 ,





Table: Table_3

Código Nombre Siglas ,,Votos ,Válidos ,
Total Votos Válidos (Es la suma de los votos obtenidos por las organizaciones politicas) ,,246 ,,
Votos Nulos ,0 ,1 ,9 ,
Votos en Blanco ,,002 ,,
Total Votos Válidamente Emitidos (Es la suma de los votos válidos, votos nulos y votos en blanco) ,,26 ,7 ,
Votos Inválidos ,,000 ,,
Total Votos (Es la suma de los votos válidamente emitidos y votos invólidos) ,2 ,6 ,7 ,





