Table: Table_1

Mesa Número ,502 ,,
Departamento ,01 ,Guatemala ,
Municipio ,01 ,Distrito Central ,
Tipo de Elección ,Corporación ,Municipal ,





Table: Table_2

Código ,Nombre Y Siglas ,Votos ,Válidos ,,
23 ,TODOS (TODOS) ,,0088 ,,
15 ,UNIDAD NACIONAL DE LA ESPERANZA (UNE) ,,099 ,,
41 ,VALOR UNIONISTA (VALOR UNIONISTA) ,U ,5 ,8 ,
30 ,PARTIDO REPUBLICANO (PR) ,0 ,0 ,I ,
31 ,CAMBIO (CAMBIO) ,0 ,O ,3 ,
32 ,PARTIDO AZUL (AZUL ,,,,
27 ,MOVIMIENTO PARA LA LIBERACION DE LOS PUEBLOS (MLP) ,O ,6 ,9 ,
18 ,VICTORIA (VICTORIA) ,,007 ,,
36 ,VAMOS POR UNA GUATEMALA DIFERENTE (VAMOS) ,O ,,a ,
28 ,PARTIDO HUMANISTA DE GUATEMALA (PHG) ,,002 ,,
26 ,BIENESTAR NACIONAL (BIEN) ,,00. ,5 ,
37 ,UNION REPUBLICANA (UR) ,,000 ,0 ,
25 ,PARTIDO DE AVANZADA NACIONAL (PAN) ,,,2 ,
34 ,PARTIDO DE INTEGRACIÓN NACIONAL (PIN) ,,000 ,,
16 ,FRENTE DE CONVERGENCIA NACIONAL (FCN-NACION) ,0 ,0 ,0 ,
80 ,COMITE CIVICO LA GOTA DE AGUA (COMITE CIVICO LA GOTA DE AGUA) ,,00 ,1 ,
13 ,PARTIDO POLITICO NOSOTROS (PPN) ,0 ,0 ,5 ,
88 ,SEMILLA URNG-MAIZ WINAQ (SEMILLA URNG-MAIZ WINAQ ,0 ,4 ,5 ,
12 ,MI FAMILIA (MI FAMILIA) ,,00, ,4 ,
33 ,CABAL (CABAL) ,,00 ,I ,
17 ,VISION CON VALORES (VIVA) ,,,5 ,
22 ,PODEMOS (PODEMOS) ,,00 ,9 ,
116 ,PARTIDO DE OPORTUNIDADES Y DESARROLLO (PODER) ,() ,0 ,3 ,
20 ,COMPROMISO. RENOVACION Y ORDEN (CREO) ,,06 ,O ,





Table: Table_3

Código Nombre y Siglas ,,Votos ,Válidos ,
Total Votos Válidos (ES la sumo de los votos obtenidos por los organizaciones políticas) ,,257 ,,
Votos Nulos ,,14 ,,
Votos en Blanco ,,,4 ,
Total Votos Válidamente Emitidos (Es la suma de los votos vólidos, votos nulos y votos en blanco) ,2 ,7 ,7 ,
Votos Inválidos ,,12 ,4 ,
Total Votos (Es la sumo de los votos validamente emitidos y yotos inválidos) ,,397 ,,





