Table: Table_1

Mesa Número ,448 ,,
Departamento ,01 ,Guatemala ,
Municipio ,01 ,Distrito Central ,
Tipo de Elección ,Corporación ,Municipal ,





Table: Table_2

Código ,Nombre y Siglas ,Votos ,Válidos ,,
23 ,TODOS (TODOS) ,,002 ,,
15 ,UNIDAD NACIONAL DE LA ESPERANZA (UNE) ,0 ,0 ,7 ,
41 ,VALOR UNIONISTA (VALOR UNIONISTA) ,0 ,2 ,6 ,
30 ,PARTIDO REPUBLICANO (PR) ,0 ,0 ,I ,
31 ,CAMBIO (CAMBIO) ,,00 ,2 ,
32 ,PARTIDO AZUL (AZUL) ,O ,0 ,1 ,
27 ,MOVIMIENTO PARA LA LIBERACION DE LOS PUEBLOS (MLP) ,- ,- ,- ,
18 ,VICTORIA (VICTORIA) ,,002 ,2 ,
36 ,VAMOS POR UNA GUATEMALA DIFERENTE (VAMOS) ,0 ,0 ,1 ,
28 ,PARTIDO HUMANISTA DE GUATEMALA (PHG) ,- ,- ,- ,
26 ,BIENESTAR NACIONAL (BIEN) ,- ,- ,- ,
37 ,UNION REPUBLICANA (UR) ,- ,- ,- ,
25 ,PARTIDO DE AVANZADA NACIONAL (PAN) ,,001 ,,
34 ,PARTIDO DE INTEGRACIÓN NACIONAL (PIN) ,- ,- ,- ,
16 ,FRENTE DE CONVERGENCIA NACIONAL (FCN-NACION : ,- ,- ,- ,
80 ,COMITE CIVICO LA GOTA DE AGUA (COMITE CIVICO LA GOTA DE AGUA) ,- ,- ,- ,
13 ,PARTIDO POUTICO NOSOTROS (PPN) ,- ,- ,- ,
88 ,SEMILLA URNG-MAIZ WINAQ (SEMILLA URNG-MAIZ WINAQ) ,,034 ,,
12 ,MI FAMILIA (MI FAMILIA) ,,- ,- ,
33 ,CABAL (CABAL) ,- ,- ,- ,
17 ,VISION CON VALORES (VIVA) ,,- ,,
22 ,PODEMOS (PODEMOS) ,,009 ,,
116 ,PARTIDO DE OPORTUNIDADES Y DESARROLLO (PODER) ,,001 ,,
20 ,COMPROMISO, RENOVACION Y ORDEN (CREO) ,0 ,2 ,7 ,





Table: Table_3

Código Nombre y Siglas ,,Votos ,Válidos ,
Total Votos Válidos (Es to suma de los votos obtenidos por los orgonizaciones politicos) ,,114 ,,
Votos Nulos ,,004 ,,
Votos en Blanco ,,- ,- ,
Total Votos Válidamente Emitidos (Es to suma de los votos válidos, votos nulos y votos en blonco) ,,118 ,,
Votos Inválidos ,,,,
Total Votos (Es lo suma de los votos válidomente emitidos y votos invólidos) ,,118 ,,





