Table: Table_1

Mesa Número ,57 ,,
Deportamento ,01 ,Guatemala ,
Municipio ,01 ,Distrito Central ,
Tipo de Elección ,Corporación ,Municipal ,





Table: Table_2

Código ,Nombre y Siglas ,Votos ,Válidos ,,
23 ,TODOS (TODOS) ,,014 ,,
15 ,UNIDAD NACIONAL DE LA ESPERANZA (UNE) ,,1 ,2 ,
41 ,VALOR UNIONISTA (VALOR UNIONISTA) ,,058 ,,
30 ,PARTIDO REPUBLICANO (PR) ,,000 ,,
31 ,CAMBIO (CAMBIO) ,,004 ,,
32 ,PARTIDO AZUL (AZUL) ,,005 ,,
27 ,MOVIMIENTO PARA LA LIBERACION DE LOS PUEBLOS (MLP) ,,003 ,,
18 ,VICTORIA (VICTORIA) ,,000 ,,
36 ,VAMOS POR UNA GUATEMALA DIFERENTE (VAMOS) ,,007 ,,
28 ,PARTIDO HUMANISTA DE GUATEMALA (PHG) ,,002 ,,
26 ,BIENESTAR NACIONAL (BIEN) ,,002 ,,
37 ,UNION REPUBLICANA (UR) ,,002 ,,
25 ,PARTIDO DE AVANZADA NACIONAL (PAN) ,,000 ,,
34 ,PARTIDO DE INTEGRACIÓN NACIONAL (PIN) ,,001 ,,
16 ,FRENTE DE CONVERGENCIA NACIONAL (FCN-NACION) ,,000 ,,
80 ,COMITE CIVICO LA GOTA DE AGUA (COMITE CIVICO LA GOTA DE AGUA) ,,001 ,,
13 ,PARTIDO POLITICO NOSOTROS (PPN) ,,001 ,,
88 ,SEMILLA URNG-MAIZ WINAQ (SEMILLA URNG-MAIZ WINAQ) ,,039 ,,
12 ,MI FAMILIA (MI FAMILIA) ,,001 ,,
33 ,CABAL (CABAL) ,,001 ,,
17 ,VISION CON VALORES (VIVA) ,,006 ,,
22 ,PODEMOS (PODEMOS) ,,,3 ,
116 ,PARTIDO DE OPORTUNIDADES Y DESARROLLO {PODER) ,,001 ,,
20 ,COMPROMISO, RENOVACION Y ORDEN (CREO) ,,055 ,,





Table: Table_3

Código Nombre y Siglas ,,Votos ,Válidos ,
Total Votos Válidos (Es la sump de los votos obtenidos por los organizaciones políticas) ,,228 ,,
Votos Nulos ,,014 ,,
Votos en Blanco ,,005 ,,
Total Votos Válidamente Emitidos (Es lo suma de los votos válidos, votos nulos y votos en blanco) ,,247 ,,
Votos Inválidos ,,000 ,,
Total Votos (ES la suma de los votos vólidomente emitidos y votos invólidos) ,,247 ,,





