Table: Table_1

Mesa Número ,371 ,,
Departamento ,OT ,Guatemala ,
Municipio ,01 ,Distrito Central ,
Tipo de Elección ,Corporación ,Municipal ,





Table: Table_2

Código ,Nombre y Siglas ,Votos ,Válidos ,,
23 ,TODOS (TODOS) ,,009 ,,
15 ,UNIDAD NACIONAL DE LA ESPERANZA (UNE) ,,,2 ,
41 ,VALOR UNIONISTA (VALOR UNIONISTA) ,,6 ,,
30 ,PARTIDO REPUBLICANO (PR) ,,000 ,,
31 ,CAMBIO (CAMBIO) ,,004 ,,
32 ,PARTIDO AZUL (AZUL) ,,006 ,,
27 ,MOVIMIENTO PARA LA LIBERACION DE LOS PUEBLOS (MLP) ,,000 ,,
18 ,VICTORIA (VICTORIA) ,,003 ,,
36 ,VAMOS POR UNA GUATEMALA DIFERENTE (VAMOS) ,,010 ,,
28 ,PARTIDO HUMANISTA DE GUATEMALA (PHG) ,,000 ,,
26 ,BIENESTAR NACIONAL (BIEN) ,,004 ,,
37 ,UNION REPUBLICANA (UR) ,,000 ,,
25 ,PARTIDO DE AVAN2ADA NACIONAL (PAN) ,,0 ,6 ,
34 ,PARTIDO DE INTEGRACIÓN NACIONAL (PIN) ,,0 ,1 ,
16 ,FRENTE DE CONVERGENCIA NACIONAL (FCN-NACION) ,,001 ,,
80 ,COMITE CIVICO LA GOTA DE AGUA (COMITE CIVICO LA GOTA DE AGUA) ,,000 ,,
13 ,PARTIDO POLITICO NOSOTROS (PPN) ,,003 ,,
88 ,SEMILLA URNG-MAIZ WINAQ (SEMILLA URNG-MAIZ WINAQ) ,0 ,39 ,,
12 ,MI FAMILIA (MI FAMILIA) ,,001 ,,
33 ,CABAL (CABAL) ,,003 ,,
17 ,VISION CON VALORES (VIVA) ,,,,
22 ,PODEMOS (PODEMOS) ,,14 ,,
116 ,PARTIDO DE OPORTUNIDADES Y DESARROLLO (PODER) ,,003 ,,
20 ,COMPROMISO, RENOVACION Y ORDEN (CREO ) ,,050 ,,





Table: Table_3

Código Nombre y Siglas ,,Votos ,Válidos ,
Total Votos Válidos (Es la suma de los votos obtenidos por las organizaciones políticas) ,,231 ,,
Votos Nulos ,,015 ,,
Votos en Blanco ,,002 ,,
Total Votos Válidamente Emitidos (ES la sumo de los votos válidos, votos nulos y votos en blanco) ,,248 ,,
Votos Inválidos ,,000 ,,
Total Votos (Es to sumo de los votos válidamente emitidos y votos invólidos) ,,248 ,,





