Table: Table_1

Mesa Número ,409 ,,
Departamento ,01 ,Guatemala ,
Municipio ,01 ,Distrito Central ,
Tipo de Elección ,Corporación ,Municipal ,





Table: Table_2

Código ,Nombre y Siglas ,Votos ,Válidos ,,
23 ,TODOS (TODOS) ,,010 ,,
15 ,UNIDAD NACIONAL DE LA ESPERANZA (UNE) ,0 ,1 ,6 ,
41 ,VALOR UNIONISTA (VALOR UNIONISTA) ,,059 ,,
30 ,PARTIDO REPUBLICANO (PR) ,,000 ,,
31 ,CAMBIO (CAMBIO) ,,,6 ,
32 ,PARTIDO AZUL (AZUL) ,,0 ,7 ,
27 ,MOVIMIENTO PARA LA LIBERACION DE LOS PUEBLOS (MLP) ,,,,
18 ,VICTORIA (VICTORIA) ,0 ,0 ,7 ,
36 ,VAMOS POR UNA GUATEMALA DIFERENTE (VAMOS) ,,005 ,,
28 ,PARTIDO HUMANISTA DE GUATEMALA (PHG) ,,0 ,0 ,
26 ,BIENESTAR NACIONAL (BIEN) ,,,3 ,
37 ,UNION REPUBLICANA (UR) ,,O ,,
25 ,PARTIDO DE AVANZADA NACIONAL (PAN) ,0 ,0 ,4 ,
34 ,PARTIDO DE INTEGRACIÓN NACIONAL (PIN) ,,200 ,,
16 ,FRENTE DE CONVERGENCIA NACIONAL (FCN-NACION) ,,,,
80 ,COMITE CIVICO LA GOTA DE AGUA (COMITE CIVICO LA GOTA DE AGUA) ,,,,
13 ,PARTIDO POLITICO NOSOTROS (PPN) ,,,,
88 ,SEMILLA URNG-MAIZ WINAO (SEMILLA URNG-MAIZ WINAQ) ,,1 ,8 ,
12 ,MI FAMILIA (MI FAMILIA) ,,0 ,6 ,
33 ,CABAL (CABAL) ,,002 ,,
17 ,VISION CON VALORES (VIVA) ,0 ,0 ,6 ,
22 ,PODEMOS (PODEMOS) ,0 ,O ,9 ,
116 ,PARTIDO DE OPORTUNIDADES Y DESARROLLO (PODER) ,,000 ,,
20 ,COMPROMISO, RENOVACION Y ORDEN (CREO) ,0 ,,57 ,





Table: Table_3

Código Nombre y Siglas ,,Votos ,Válidos ,
Total Votos Válidos (Es lo sumo de los votos obtenidos por los organizaciones politicas) ,,220 ,,
Votos Nulos ,,022 ,,
Votos en Blanco ,,003 ,,
Total Votos Validamente Emitidos (Es la sump de los votos vólidos, votos nulos y votos en bionco) ,,245 ,,
Votos Inválidos ,,000 ,,
Total Votos (Es la sumo de los votos válidomente emitidos y votos inválidos) ,,245 ,,





