Table: Table_1

Mesa Número ,223 ,,
Departamento ,01 ,Guatemala ,
Municipio ,01 ,Distrito Central ,
Tipo de Elección ,,Corporación Municipal ,





Table: Table_2

Código ,Nombre y Siglas ,Votos ,Válidos ,,
23 ,TODOS (TODOS) ,,,9 ,
15 ,UNIDAD NACIONAL DE LA ESPERANZA (UNE) ,,,17 ,
41 ,VALOR UNIONISTA (VALOR UNIONISTA) ,,47 ,,
30 ,PARTIDO REPUBLICANO (PR) ,,0 ,2 ,
31 ,CAMBIO (CAMBIO) ,,00 ,6 ,
32 ,PARTIDO AZUL (AZUL) ,0 ,0 ,6 ,
27 ,MOVIMIENTO PARA LA LIBERACION DE LOS PUEBLOS (MLP) ,,003 ,3 ,
18 ,VICTORIA (VICTORIA) ,,,\ ,
36 ,VAMOS POR UNA GUATEMALA DIFERENTE (VAMOS) ,0 ,,3 ,
28 ,PARTIDO HUMANISTA DE GUATEMALA (PHG) ,O ,,2 ,
26 ,BIENESTAR NACIONAL (BIEN) ,0 ,,,
37 ,UNION REPUBLICANA (UR) ,,,,
25 ,PARTIDO DE AVANZADA NACIONAL (PAN) ,,002 ,,
34 ,PARTIDO DE INTEGRACIÓN NACIONAL (PIN) ,,001 ,,
16 ,FRENTE DE CONVERGENCIA NACIONAL (FCN-NACION) ,,,,
80 ,COMITE CIVICO LA GOTA DE AGUA (COMITE CIVICO LA GOTA DE AGUAT ,,,,
13 ,PARTIDO POLITICO NOSOTROS (PPN) ,,003 ,,
88 ,SEMILLA URNG-MAIZ WINAQ (SEMILLA URNG-MAIZ WINAQ) ,0 ,,,
12 ,MI FAMILIA (MI FAMILIA) ,0 ,,OZ ,
33 ,CABAL (CABAL) ,,005 ,,
17 ,VISION CON VALORES (VIVA) ,,,,
22 ,PODEMOS (PODEMOS) ,,,,
116 ,PARTIDO DE OPORTUNIDADES Y DESARROLLO (PODER) ,,,,
20 ,COMPROMISO, RENOVACION y ORDEN (CREO) ,,066 ,,





Table: Table_3

Código Nombre Siglas ,,Votos ,Válidos ,
,,,,
Total Votos Válidos (Es la sump de las votos obtenidos por las organizaciones políticos) ,,240 ,,
Votos Nulos ,,008 ,,
Votos en Blanco ,,00 ,,
Total Votos Válidamente Emitidos (Es lo suma de los votos vólidos, votos nulos y votos en bionco) ,,,,
Votos Inválidos ,,002 ,,
Total Votos (Es la suma de los votos vólidamente emitidos y votos invólidos) ,,251 ,,





