Table: Table_1

Mesa Número ,2010 ,,
Departamento ,01 ,Guatemala ,
Municipio ,01 ,Distrito Central ,
Tipo de Elección ,Corporación ,Municipal ,





Table: Table_2

Código ,Nombre y Siglas ,Votos ,Válidos ,,
23 ,TODOS (TODOS) ,,000 ,,
15 ,UNIDAD NACIONAL DE LA ESPERANZA (UNE) ,,003 ,,
41 ,VALOR UNIONISTA (VALOR UNIONISTA) ,,002 ,,
30 ,PARTIDO REPUBLICANO (PR) ,,00 ,0 ,
31 ,CAMBIO (CAMBIO) ,,0 ,,
32 ,PARTIDO AZUL (AZUL ,,,,
27 ,MOVIMIENTO PARA LA LIBERACION DE LOS PUEBLOS (MLP) ,,,,
18 ,VICTORIA (VICTORIA) ,,,,
36 ,VAMOS POR UNA GUATEMALA DIFERENTE (VAMOS) ,0 ,0 ,,
28 ,PARTIDO HUMANISTA DE GUATEMALA (PHG) ,,000 ,,
26 ,BIENESTAR NACIONAL (BIEN) ,,0 ,,
37 ,UNION REPUBLICANA (UR) ,,,O ,
25 ,PARTIDO DE AVANZADA NACIONAL (PAN) ,,,,
34 ,PARTIDO DE INTEGRACIÓN NACIONAL (PIN) ,,,,
16 ,FRENTE DE CONVERGENCIA NACIONAL (FCN-NACION) ,,0 ,,
80 ,COMITE CIVICO LA GOTA DE AGUA (COMITE CIVICO LA GOTA DE AGUA) ,,,,
13 ,PARTIDO POLITICO NOSOTROS (PPN) ,,0 ,,
88 ,SEMILLA URNG-MAIZ WINAQ (SEMILLA URNG-MA1Z WINAQ) ,,,,
12 ,MI FAMILIA (MI FAMILIA) ,,0 ,,
33 ,CABAL (CABAL) ,,0 ,,
17 ,VISION CON VALORES (VIVA) ,,00 ,,
22 ,PODEMOS (PODEMOS) ,,0 ,,
116 ,PARTIDO DE OPORTUNIDADES Y DESARROLLO (PODER) ,,000 ,,
20 ,COMPROMISO RENOVACION Y ORDEN (CRED) ,,005 ,,





Table: Table_3

Código Nombre y Siglas ,,Votos ,Válidos ,
Total Votos Válidos (Es la suma de los votos obtenidos por las organizaciones políticos) ,,,,
Votos Nulos ,,,,
Votos en Blanco ,0 ,0 ,,
Total Votos Válidamente Emitidos (Es la sumo de los votos vólidos, votos nulos y votos en blanco) ,,,,
Votos Inválidos ,,000 ,,
Total Votos (ES to sumo de los votos vólidomente emitidos y votos invólidos) ,,,,





