Table: Table_1

Mesa Número ,638 ,,
Departamento ,01 ,Guatemala ,
Municipio ,01 ,Distrito Central ,
Tipo de Elección ,Corporación ,Municipal ,





Table: Table_2

Código ,Nombre y Siglas ,Votos ,Válidos ,,
23 ,TODOS (TODOS) ,,004 ,,
15 ,UNIDAD NACIONAL DE LA ESPERANZA (UNE) ,0 ,I ,7 ,
41 ,VALOR UNIONISTA (VALOR UNIONISTA) ,,032 ,,
30 ,PARTIDO REPUBLICANO (PR) ,,000 ,,
31 ,CAMBIO (CAMBIO) ,,006 ,,
32 ,PARTIDO AZUL (AZUL) ,,004 ,,
27 ,MOVIMIENTO PARA LA LIBERACION DE LOS PUEBLOS (MLP) ,,005 ,,
18 ,VICTORIA (VICTORIA) ,,003 ,,
36 ,VAMOS POR UNA GUATEMALA DIFERENTE (VAMOS) ,,005 ,,
28 ,PARTIDO HUMANISTA DE GUATEMALA (PHG) ,,00 ,\ ,
26 ,BIENESTAR NACIONAL (BIEN) ,,,1 ,
37 ,UNION REPUBLICANA (UR) ,,002 ,,
25 ,PARTIDO DE AVANZADA NACIONAL (PAN) ,,002 ,,
34 ,PARTIDO DE INTEGRACIÓN NACIONAL (PIN) ,,,1 ,
16 ,FRENTE DE CONVERGENCIA NACIONAL (FCN-NACION) ,,000 ,,
80 ,COMITE CIVICO LA GOTA DE AGUA (COMITE CIVICO LA GOTA DE AGUA) ,,000 ,,
13 ,PARTIDO POLITICO NOSOTROS (PPN) ,,004 ,,
88 ,SEMILLA URNG-MAIZ WINAQ (SEMILLA URNG-MAIZ WINAQ) ,,2 ,2 ,
12 ,MIFAMILIA (MI FAMILIA) ,,O ,,
33 ,CABAL (CABAL) ,,004 ,,
17 ,VISION CON VALORES (VIVA) ,,006 ,,
22 ,PODEMOS (PODEMOS) ,,008 ,,
116 ,PARTIDO DE OPORTUNIDADES Y DESARROLLO (PODER) ,,,I ,
20 ,COMPROMISO, RENOVACION Y ORDEN (CREO) ,,,,





Table: Table_3

Código Nombre y Siglas ,,Votos ,Válidos ,
Total Votos Válidos (Es in sumo de los votos obtenidos por las organizaciones políticos) ,,190 ,,
Votos Nulos ,,01 ,7 ,
Votos en Blanco ,,000 ,,
Total Votos Válidamente Emitidos (Es la suma de los votos válidos, votos nuios y votos en blanco) ,,207 ,,
Votos Inválidos ,,000 ,,
Total Votos (Es la suma de los votos vólidamente emitidos y votos invólidos) ,,207 ,,





