Table: Table_1

Mesa Número ,657 ,,
Departamento ,01 ,Guatemala ,
Municipio ,01 ,Distrito Central ,
Tipo de Elección ,Corporación ,Municipal ,





Table: Table_2

Código ,Nombre y Siglas ,Votos ,Válidos ,,
23 ,TODOS (TODOS) ,,009 ,,
15 ,UNIDAD NACIONAL DE LA ESPERANZA (UNE) ,0 ,/ ,6 ,
41 ,VALOR UNIONISTA (VALOR UNIONISTA) ,,4 ,/ ,
30 ,PARTIDO REPUBLICANO (PR) ,,000 ,,
31 ,CAMBIO (CAMBIO) ,0 ,0 ,/ ,
32 ,PARTIDO AZUL (AZUL) ,0 ,0 ,2 ,
27 ,MOVIMIENTO PARA LA LIBERACION DE LOS PUEBLOS (MLP) ,,0 ,I ,
18 ,VICTORIA (VICTORIA) ,,008 ,X ,
36 ,VAMOS POR UNA GUATEMALA DIFERENTE (VAMOS) ,,0 ,3 ,
28 ,PARTIDO HUMANISTA DE GUATEMALA (PHG) ,,,/ ,
26 ,BIENESTAR NACIONAL (BIEN) ,,,0 ,
37 ,UNION REPUBLICANA (UR) ,,,1 ,
25 ,PARTIDO DE AVANZADA NACIONAL (PAN) ,,,X 2 ,
34 ,PARTIDO DE INTEGRACIÓN NACIONAL (PIN) ,,,,
16 ,FRENTE DE CONVERGENCIA NACIONAL (FCN-NACION) ,,,,
80 ,COMITE CIVICO LA GOTA DE AGUA (COMITE CIVICO LA GOTA DE AGUA) ,,,,
13 ,PARTIDO POLITICO NOSOTROS (PPN) ,,002 ,,
88 ,SEMILLA URNG-MAIZ WINAQ (SEMILLA URNG-MAIZ WINAQ) ,O ,4 ,0 ,
12 ,MI FAMILIA (MI FAMILIA) ,,003 ,,
33 ,CABAL (CABAL) ,,000 ,,
17 ,VISION CON VALORES (VIVA) ,,007 ,,
22 ,PODEMOS (PODEMOS) ,,0 ,9 ,
116 ,PARTIDO DE OPORTUNIDADES Y DESARROLLO (PODER) ,,,I ,
20 ,COMPROMISO, RENOVACION Y ORDEN (CREO) ,0 ,7 ,2 ,





Table: Table_3

Código Nombre y Siglas ,,Votos ,Válidos ,
Total Votos Válidos (Es lo suma de los votos obtenidos por los organizaciones politicas) ,2 ,,9 ,
Votos Nulos ,,01 ,3 ,
Votos en Blanco ,,003 ,,
Total Votos Validamente Emitidos (Es la suma de los votos vólidos, votos nulos y votos en blanco) ,2 ,3 ,5 ,
Votos Inválidos ,,000 ,,
Total Votos (Es la sump de los votos válidamente emitidos y votos invólidos) ,2 ,3 ,5 ,





