Table: Table_1

Mesa Número ,1097 ,,
Departamento ,01 ,Guatemala ,
Municipio ,01 ,Distrito Central ,
Tipo de Elección ,Corporación ,Municipal ,





Table: Table_2

Código ,Nombre Y Siglas ,Votos ,Válidos ,,
23 ,TODOS(TODOS)005 ,,003 ,,
15 ,UNIDAD NACIONAL DE LA ESPERANZA (UNE) 028 ,,,,
41 ,VALOR UNIONISTA (VALOR UNIONISTA) 092 ,,63 ,,
30 ,PARTIDO REPUBLICANO (PR) 000 ,,,,
31 ,CAMBIO (CAMBIO) 003 ,,,,
32 ,PARTIDO AZUL (AZUL 009 ,,,,
27 ,MOVIMIENTO PARA LA LIBERACION DE LOS PUEBLOS (ML) 000 ,,,,
18 ,VICTORIA (VICTORIA) 001 ,00 ,,0 ,
36 ,VAMOS POR UNA GUATEMALA DIFERENTE (VAMOS) 001 ,,,2 ,
28 ,PARTIDO HUMANISTA DE GUATEMALA (PHG) 000 ,,,,
26 ,BIENESTAR NACIONAL (BIEN) 003 ,O ,+ ,3 ,
37 ,UNION REPUBLICANA (UR) 001 ,- ,,,
25 ,PARTIDO DE AVANZADA NACIONAL (PAN) 002 ,,,,
34 ,PARTIDO DE INTEGRACIÓN NACIONAL (PIN) 000 ,,,,
16 ,FRENTE DE CONVERGENCIA NACIONAL (FCN-NACION) 02 ,,,3 ,
80 ,COMITE CIVICO LA GOTA DE AGUA (COMITE CIVICO LA GOJA DE AGUAY 000 ,,,,
13 ,PARTIDO POLITICO NOSOTROS (PPN) 001 ,,- ,,
88 ,SEMILLA URNG-MAIZ WINAQ (SEMILLA URNG-MAIZ WINAC 033 ,,,,
12 ,MI FAMILIA (MI FAMILIA) 000 ,,,,
33 ,CABAL (CABAL) ,,,5 ,
17 ,VISION CON VALORES (VIVA) 003 ,,203 ,,
22 ,PODEMOS (PODEMOS) Off ,,Q ,,
116 ,PARTIDO DE OPORTUNIDADES Y DESARROLLO (PODER) ,,,,
20 ,COMPROMISO. RENOVACION Y ORDEN (CREO) 094 ,,20 ,,





Table: Table_3

Código Nombrey Siglas ,,Votos ,Válidos ,
Total Votos Válidos (Es la sumo de los votos obtendos por 'los organizaciones politicas, 1241 ,,226 ,,
Votos Nulos 004 ,,0+7 ,,
Votos en Blanco ,,GOZ ,,
Total Votos Válidamente Emitidos (Es la sumo de los votos válidos, votos nulos y votos en blanco) ,,245 ,,
Votos Inválidos ,,000 ,,
Total Votos (Es to sumo de los votos válidomente emitidos y votos invólidos) ,,245 ,,





