Table: Table_1

Meso Número ,908 ,,
Departamento ,01 ,Guatemala ,
Municipio ,01 ,Distrito Central ,
Tipo de Elección ,Corporación ,Municipal ,





Table: Table_2

Código ,Nombre y Siglas ,Votos ,Válidos ,,
23 ,TODOS (TODOS) ,0 ,0 ,a ,
15 ,UNIDAD NACIONAL DE LA ESPERANZA (UNE) ,0 ,I ,6 ,
41 ,VALOR UNIONISTA (VALOR UNIONISTA) ,C ,77 ,,
30 ,PARTIDO REPUBLICANO (PR) ,,001 ,,
31 ,CAMBIO (CAMBIO) ,,000 ,,
32 ,PARTIDO AZUL (AZUL) ,,007 ,,
27 ,MOVIMIENTO PARA LA LIBERACION DE LOS PUEBLOS (MLP) ,0 ,0 ,,
18 ,VICTORIA (VICTORIA) ,0 ,0 ,A ,
36 ,VAMOS POR UNA GUATEMALA DIFERENTE (VAMOS) ,0 ,06 ,,
28 ,PARTIDO HUMANISTA DE GUATEMALA (PHG) ,0 ,00 ,,
26 ,BIENESTAR NACIONAL (BIEN) ,C ,04 ,,
37 ,UNION REPUBLICANA (UR) ,,000 ,,
25 ,PARTIDO DE AVANZADA NACIONAL (PAI N) ,,001 ,,
34 ,PARTIDO DE INTEGRACIÓN NACIONAL (PIN) ,,001 ,,
16 ,FRENTE DE CONVERGENCIA NACIONAL (FCN-NACION) ,,,,
80 ,COMITE CIVICO LA GOTA DE AGUA (COMITE CIVICO LA GOTA DE AGUA) ,,000 ,,
13 ,PARTIDO POLITICO NOSOTROS (PPN) ,,,3 ,
88 ,SEMILLA URNG-MAIZ WINAQ (SEMILLA URNG-MAIZ WINAQ) ,O ,45 ,,
12 ,MI FAMILIA (MI FAMILIA) ,,CUZ ,,
33 ,CABAL (CABAL) ,,005 ,,
17 ,VISION CON VALORES (VIVA) ,,006 ,,
22 ,PODEMOS (PODEMOS) ,,,,
116 ,PARTIDO DE OPORTUNIDADES Y DESARROLLO (PODER) ,,001 ,,
20 ,COMPROMISO RENOVACION y ORDEN (CREO; ,,055 ,,





Table: Table_3

Código Nombre y Siglas ,,Votos ,Válidos ,
Total Votos Válidos (Es la suma de los votos obtenidos por las organizaciones politicas) ,,260 ,,
Votos Nulos ,,014 ,,
Votos en Blanco ,,000 ,0 ,
Total Votos Válidamente Emitidos (Es to suma de los votos válidos, votos nulos y votos en blanco) ,,274 ,,
Votos Inválidos ,,003 ,,
Total Votos (Es la sumo de los votos vólldomente emitidos y votos invólidos) ,2 ,7 ,7 ,





