Table: Table_1

Mesa Número ,778 ,,
Departamento ,01 ,Guatemala ,
Municipio ,01 ,Distrito Central ,
Tipo de Elección ,Corporación ,Municipal ,





Table: Table_2

Código ,Nombre y Siglas ,Votos ,Válidos ,,
23 ,TODOS (TODOS) ,,,,
15 ,UNIDAD NACIONAL DE LA ESPERANZA (UNE) ,,\ ,2 ,
41 ,VALOR UNIONISTA (VALOR UNIONISTA) ,,,,
30 ,PARTIDO REPUBLICANO (PR) ,,(i) ,,
31 ,CAMBIO (CAMBIO) ,,,8 ,
32 ,PARTIDO AZUL (AZUL) ,,,4 ,
27 ,MOVIMIENTO PARA LA LIBERACION DE LOS PUEBLOS (MLP) ,,( ,4 ,
18 ,VICTORIA (VICTORIA) ,,C ,\ ,
36 ,VAMOS POR UNA GUATEMALA DIFERENTE (VAMOS) ,,,,
28 ,PARTIDO HUMANISTA DE GUATEMALA (PHG) ,,,,
26 ,BIENESTAR NACIONAL (BIEN) ,,,,
37 ,UNION REPUBLICANA (UR) ,,,,
25 ,PARTIDO DE AVANZADA NACIONAL (PAN) ,,,X 2 ,
34 ,PARTIDO DE INTEGRACIÓN NACIONAL (PIN) ,,,,
16 ,FRENTE DE CONVERGENCIA NACIONAL (FCN-NACION) ,,,2 ,
80 ,COMITE CIVICO LA GOTA DE AGUA (COMITE CIVICO LA GOTA DE AGUA) ,,,,
13 ,PARTIDO POLITICO NOSOIROS (PPN) ,,,2 ,
88 ,SEMILLA URNG-MAIZ WINAQ (SEMILLA URNG-MAIZ WINAQ) ,,3 ,4 ,
12 ,M1 FAMILIA (MI FAMILIA] ,,,\ ,
33 ,CABAL (CABAL) ,,,(i) ,
17 ,VISION CON VALORES (VIVA) ,,,I ,
22 ,PODEMOS (PODEMOS) ,,,7 ,
116 ,PARTIDO DE OPORTUNIDADES Y DESARROLLO (PODER) ,,,O ,
20 ,COMPROMISO, RENOVACION Y ORDEN (CREO) ,,4 ,t ,





Table: Table_3

Código Nombrey Siglas ,,Votos ,Válidos ,
Total Votos Válidos (Es la suma de los votos obtenidos por los organizaciones políticas) ,2 ,27 ,,
Votos Nulos ,,,8 ,
Votos en Blanco ,,0 ,2. ,
Total Votos Válidamente Emitidos (Es la sumo de las votos vólidos, votos nulos y votos en bionco) ,,5 ,E ,
Votos Inválidos ,,,,
Total Votos (Es la sumo de los votos vólldomente emitidos y votos Inválidos) ,,258 ,,





