Table: Table_1

Mesa Número ,1702 ,,
Departamento ,01 ,Guatemala ,
Municipio ,01 ,Distrito Central ,
Tipo de Elección ,Corporación ,Municipal ,





Table: Table_2

Código Nombre y Siglas ,,Votos ,Válidos ,
Total Votos Válidos (Es la suma de los votos obtenidos por los orgonizaciones políticos) ,,208 ,,
Votos Nulos ,O ,1 ,7 ,
Votos en Blanco ,,003 ,,
Total Votos Validamente Emitidos (ES la sumo de los votos vólidos, votos nulos y votos en blanco) ,,228 ,,
Votos Inválidos ,,,,
Total Votos (Es to suma de los votos válidamente emitidos y votos invólidos) ,,228 ,,





Table: Table_3

Código ,Nombre y Siglas ,Votos Válidos ,,
23 ,TODOS (TODOS) ,008 ,,
15 ,UNIDAD NACIONAL DE LA ESPERANZA (UNE) ,023 ,,
41 ,VALOR UNIONISTA (VALOR UNIONISTA) ,0 4 ,7 ,
30 ,PARTIDO REPUBLICANO (PR) ,00 ,,
31 ,CAMBIO (CAMBIO) ,,,
32 ,PARTIDO AZUL (AZUL) ,,,
27 ,MOVIMIENTO PARA LA LIBERACION DE LOS PUEBLOS (MLP) ,,3 ,
18 ,VICTORIA (VICTORIA) ,003 ,,
36 ,VAMOS POR UNA GUATEMALA DIFERENTE (VAMOS) ,005 ,,
28 ,PARTIDO HUMANISTA DE GUATEMALA (PHG) ,,2 ,
26 ,BIENESTAR NACIONAL (BIEN) ,,Z ,
37 ,UNION REPUBLICANA (UR) ,,( ,
25 ,PARTIDO DE AVANZADA NACIONAL (PAN) ,,/ ,
34 ,PARTIDO DE INTEGRACIÓN NACIONAL (PIN) ,,,
16 ,FRENTE DE CONVERGENCIA NACIONAL (FCN-NACION) ,003 ,,
80 ,COMITE CIVICO LA GOTA DE AGUA (COMITE CIVICO LA GOTA DE AGUA) ,,,
13 ,PARTIDO POLITICO NOSOTROS (PPN) ,,3 ,
88 ,SEMILLA URNG-MAIZ WINAQ (SEMILLA URNG-MAIZ WINAQ) ,02 ,9 ,
12 ,MI FAMILIA (MI FAMILIA) ,,,
33 ,CABAL (CABAL) ,00 ,I ,
17 ,VISION CON VALORES (VIVA) ,003 ,,
22 ,PODEMOS (PODEMOS) ,006 ,,
116 ,PARTIDO DE OPORTUNIDADES Y DESARROLLO (PODER) ,000 ,,
20 ,COMPROMISO. RENOVACION Y ORDEN (CREO) ,05. ,9 ,





