Table: Table_1

Mesa Número ,1273 ,,
Departamento ,01 ,Guatemala ,
Municipio ,01 ,Distrito Central ,
Tipo de Elección ,Corporación ,Municipal ,





Table: Table_2

Código Nombre y Siglas ,,Votos ,Válidos ,
Total Votos Válidos (ES la sumo de los votos obtenidos por los organizaciones políticos) ,,203 ,,
Votos Nulos ,0 ,/ ,6 ,
Votos en Blanco ,,000 ,,
Total Votos Válidamente Emitidos (Es la suma de los votos vólidos, votos nulos y votos en blanco) ,2 ,,9 ,
Votos Inválidos ,,18 ,1 ,
Total Votos (Es la sumo de los votos vólidamente emitidos y votos invólidos) ,,400 ,,





Table: Table_3

Código ,Nombre y Siglas ,Votos ,Válidos ,,
23 ,TODOS (TODOS) ,,012 ,,
15 ,UNIDAD NACIONAL DE LA ESPERANZA (UNE) ,,( ,,
41 ,VALOR UNIONISTA (VALOR UNIONISTA) ,0 ,3 ,7 ,
30 ,PARTIDO REPUBLICANO (PR) ,,0000 ,,
31 ,CAMBIO (CAMBIO) ,0 ,U ,4 ,
32 ,PARTIDO AZUL (AZUL) ,,001 ,3 ,
27 ,MOVIMIENTO PARA LA LIBERACION DE LOS PUEBLOS (MLP) ,,000 ,,
18 ,VICTORIA (VICTORIA) ,O ,0 ,7 ,
36 ,VAMOS POR UNA GUATEMALA DIFERENTE (VAMOS) ,,004 ,,
28 ,PARTIDO HUMANISTA DE GUATEMALA (PHG) ,,01 0 ,2 ,
25 ,BIENESTAR NACIONAL (BIEN) ,,00 ,/ ,
37 ,UNION REPUBLICANA (UR) ,,00 ,0 ,
25 ,PARTIDO DE AVANZADA NACIONAL (PAN) ,,00 ,2 ,
34 ,PARTIDO DE INTEGRACIÓN NACIONAL (PIN) ,,UO ,3 ,
16 ,FRENTE DE CONVERGENCIA NACIONAL (FCN-NACION) ,O ,U ,2 ,
80 ,COMITE CIVICO LA GOTA DE AGUA (COMITE CIVICO LA GOTA DE AGUA) ,,00 ,/ ,
13 ,PARTIDO POLITICO NOSOTROS (PPN) ,0 ,0 ,2 ,
88 ,SEMILLA URNG-MAIZ WINAO (SEMILLA URNG-MAIZ WINAQ) ,0 ,3 ,0 ,
12 ,MI FAMILIA (MI FAMILIA) ,U ,C ,/ ,
33 ,CABAL (CABAL) ,O ,0 ,/ ,
17 ,VISION CON VALORES (VIVA) ,,00 ,c ,
22 ,PODEMOS (PODEMOS) ,,007 ,,
,116 ,PARTIDO DE OPORTUNIDADES Y DESARROLLO (PODER) ,0 ,100 ,,
20 ,COMPROMISO, RENOVACION Y ORDEN (CREQ) ,0 ,6 ,a ,





