Table: Table_1

Mesa Número ,801 ,,
Departamento ,01 ,Guatemala ,
Municipio ,01 ,Distrito Central ,
Tipo de Elección ,,Corporación Municipal ,





Table: Table_2

Código Nombre y Siglas ,,Votos ,Válidos ,
Total Votos Válidos (Es la sumo de los votos obtenidos por los orgonizaciones políticos) ,,243 ,,
Votos Nulos ,,01 ,,
Votos en Blanco ,,002 ,,
Total Votos Validamente Emitidos (Es la suma de los votos Válidos, votos nulos y votos en blanco) ,,256 ,,
Votos Inválidos ,,000 ,,
Total Votos (Es lo suma de los rosivólidamente emitidos y votos invólidos) ,,256 ,,





Table: Table_3

Código ,Nombre y Siglas ,Votos ,Válidos ,,
23 ,TODOS (TODOS) ,,008 ,,
15 ,UNIDAD NACIONAL DE LA ESPERANZA (UNE) ,0 ,,8 ,
41 ,VALOR UNIONISTA (VALOR UNIONISTA) ,0 ,9 ,6 ,
30 ,PARTIDO REPUBLICANO (PR) ,0 ,0 ,1 ,
31 ,CAMBIO (CAMBIO) ,0 ,O ,0 ,
32 ,PARTIDO AZUL (AZUL) ,0 ,0 ,6 ,
27 ,MOVIMIENTO PARA LA LIBERACION DE LOS PUEBLOS (MLP) ,0 ,0 ,3 ,
18 ,VICTORIA (VICTORIA) ,0 ,0 ,3 ,
36 ,VAMOS POR UNA GUATÉMALA DIFERENTE (VAMOS) ,0 ,0 ,4 ,
28 ,PARTIDO HUMANISTA DE GUATEMALA (PHG) ,,000 ,,
26 ,BIENESTAR NACIONAL (BIEN) ,0 ,O ,2 ,
37 ,UNION REPUBLICANA (UR) ,,000 ,,
25 ,PARTIDO DE AVANZADA NACIONAL (P AN) ,0 ,0 ,2 ,
34 ,PARTIDO DE INTEGRACIÓN NACIONAL (PIN) ,,,,
16 ,FRENTE DE CONVERGENCIA NACIONAL (FCN-NACION) ,,,0 ,
80 ,COMITE CIVICO LA GOTA DE AGUA (COMITE CIVICO LA GOTA DE AGUA) ,,,2 ,
13 ,PARTIDO POLITICO NOSOTROS (PPN) ,,,1 ,
-88 ,SEMILLA URNG-MAIZ WINAQ (SEMILLA URNG-MAIZ WINAQ) ,0 ,1 ,9 ,
12 ,MI FAMILIA {MI FAMILIA) ,0 ,0 ,2 ,
33 ,CABAL (CABAL) ,0 ,0 ,4 ,
17 ,VISION CON VALORES (VIVA) ,,002 ,,
22 ,PODEMOS (PODEMOS) ,0 ,0 ,9 ,
116 ,PARTIDO DE OPORTUNIDADES Y DESARROLLO (PODER) ,0 ,0 ,2 ,
20 ,COMPROMISO, RENOVACION Y ORDEN (CREO) ,,059 ,,





