Table: Table_1

Mesa Número ,966 ,,
Departamento ,01 ,Guatemala ,
Municipio ,01 ,Distrito Central ,
Tipo de Elección ,,Corporación Municipal ,





Table: Table_2

Código ,Nombre y Siglas ,Votos ,Válidos ,,
23 ,TODOS (TODOS) ,,004 ,,
15 ,UNIDAD NACIONAL DE LA ESPERANZA (UNE) ,,014 ,,
41 ,VALOR UNIONISTA (VALOR UNIONISTA) ,,068 ,,
30 ,PARTIDO REPUBLICANO (PR) ,,UUO ,,
31 ,CAMBIO (CAMBIO) ,,00.00 ,3 ,
32 ,PARTIDO AZUL (AZUL) ,,005 ,,
27 ,MOVIMIENTO PARA LA LIBERACION DE LOS PUEBLOS (MLP) ,,003 ,,
18 ,VICTORIA (VICTORIA) ,,005 ,,
36 ,VAMOS POR UNA GUATEMALA DIFERENTE (VAMOS) ,,006 ,,
28 ,PARTIDO HUMANISTA DE GUATEMALA (PHG) ,,00 ,2 ,
26 ,BIENESTAR NACIONAL (BIEN) ,,00 ,2 ,
37 ,UNION REPUBLICANA (UR) ,,002 ,,
25 ,PARTIDO DE AVANZADA NACIONAL AN) ,,001 ,3 ,
34 ,PARTIDO DE INTEGRACIÓN NACIONAL (PIN) ,,001 ,,
16 ,FRENTE DE CONVERGENCIA NACIONAL (FCN-NACION) ,,UU ,2 ,
80 ,COMITE CIVICO LA GOTA DE AGUA (COMITE CIVICO LA GOTA DE AGUA) ,,001 ,,
13 ,PARTIDO POLITICO NOSOTROS (PPN) ,,OU2 ,,
88 ,SEMILLA URNG-MAIZ WINAQ (SEMILLA URNG-MAIZ WINAQ) ,,43 ,,
12 ,MI FAMILIA (MI FAMILIA) ,,U ,,
33 ,CABAL (CABAL) ,,005 ,,
17 ,VISION CON VALORES (VIVA) ,,008 ,,
22 ,PODEMOS (PODEMOS) ,,012 ,,
116 ,PARTIDO DE OPORTUNIDADES Y DESARROLLO (PODER) ,,000 ,,
20 ,COMPROMISO RENOVACION y ORDEN (CREO ) ,,053 ,,





Table: Table_3

Código Nombre y Siglas ,,Votos ,Válidos ,
Total Votos Válidos (Es la sumo de los votos obtenidos por los organizaciones politicas) ,,245 ,,
Votos Nulos ,0 ,116 ,,
Votos en Blanco ,,000 ,,
Total Votos Válidamente Emitidos (Es la sumo de los votos válidos, votos nulos y votos en bianco) ,,261 ,,
Votos Inválldos ,,000 ,,
Total Votos (Es to sumo de los votos válidamente emitidos y votos inválidos) ,,261 ,,





