Table: Table_1

Mesa Número ,248 ,,
Departamento ,01 ,Guatemala ,
Municipio ,01 ,Distrito Central ,
Tipo de Elección ,Corporación ,Municipal ,





Table: Table_2

Código ,Nombre Siglas ,Votos ,Válidos ,,
23 ,TODOS (TODOS) ,- ,,3 ,
15 ,UNIDAD NACIONAL DE LA ESPERANZA (UNE) ,,,5 ,
41 ,VALOR UNIONISTA (VALOR UNIONISTA) ,- ,2 ,5 ,
30 ,PARTIDO REPUBLICANO (PR) ,- ,,- ,
31 ,CAMBIO (CAMBIO) ,,,1 ,
32 ,PARTIDO AZUL (AZUL) ,- ,,1 ,
27 ,MOVIMIENTO PARA LA LIBERACION DE LOS PUEBLOS (MLP) ,- ,- ,2 ,
18 ,VICTORIA (VICTORIA) ,- ,- ,80 ,
36 ,VAMOS POR UNA GUATEMALA DIFERENTE (VAMOS) ,- ,- ,2 ,
28 ,PARTIDO HUMANISTA DE GUATEMALA (PHG) ,- ,,2 ,
26 ,BIENESTAR NACIONAL (BIEN) ,- ,,4 ,
37 ,UNION REPUBLICANA (UR) ,- ,- ,1 ,
25 ,PARTIDO DE AVANZADA NACIONAL (PAN) ,- ,- ,1 ,
34 ,PARTIDO DE INTEGRACIÓN NACIONAL (PIN) ,- ,- ,2 to ,
16 ,FRENTE DE CONVERGENCIA NACIONAL (FCN-NACION) ,- ,- ,- ,
BO ,COMITE CIVICO LA GOTA DE AGUA (COMITE CIVICO LA GOTA DE AGUA) ,- ,,- ,
13 ,PARTIDO POLITICO NOSOTROS (PPN) ,,,1 ,
88 ,SEMILLA URNG-MAIZ WINAQ (SEMILLA URNG-MAIZ WINAQ) ,- ,4 ,7 ,
12 ,MI FAMILIA (MI FAMILIA] ,- ,- ,- ,
33 ,CABAL (CABAL) ,- ,- ,1 ,
17 ,VISION CON VALORES (VIVA) ,,- ,- ,
22 ,PODEMOS (PODEMOS) ,- ,- ,6 ,
116 ,PARTIDO DE OPORTUNIDADES Y DESARROLLO (PODER) ,,- ,,
20 ,COMPROMISO, RENOVACION Y ORDEN (CREO) ,- ,38 ,,





Table: Table_3

Código Nombre y Siglas ,,Votos ,Válidos ,
Total Votos Válidos (Es la sumo de los votos obtenidos por los organizaciones políticos) ,,150 ,,
Votos Nulos ,,- ,8 ,
Votos en Blanco ,,- ,1 ,
Total Votos Válidamente Emitidos (Es la suma de los votos válidos, votos nulos y votos en blanco) ,,15. ,9 ,
Votos Inválidos ,,,,
Total Votos (Es la suma de los votos válidamente emitidos y votos invólidos) ,,159 ,,





