Table: Table_1

Mesa Número ,416 ,,
Departamento ,01 ,Guatemala ,
Municipio ,01 ,Distrito Central ,
Tipo de Elección ,,Corporación Municipal ,





Table: Table_2

Código ,Nombre y Siglas ,Votos ,Válidos ,,
23 ,TODOS (TODOS) ,,005 ,,
15 ,UNIDAD NACIONAL DE LA ESPERANZA (UNE) ,,014 ,,
41 ,VALOR UNIONISTA (VALOR UNIONISTA) ,,050 ,,
30 ,PARTIDO REPUBLICANO (PR ,,000 ,,
31 ,CAMBIO (CAMBIO) ,,003 ,,
32 ,PARTIDO AZUL (AZUL) ,,004 ,,
27 ,MOVIMIENTO PARA LA LIBERACION DE LOS PUEBLOS (MLP) ,,000 ,,
18 ,VICTORIA (VICTORIA) ,,005 ,,
36 ,VAMOS POR UNA GUATEMALA DIFERENTE (VAMOS) ,,005 ,,
28 ,PARTIDO HUMANISTA DE GUATEMALA (PHG) ,,000 ,,
26 ,BIENESTAR NACIONAL (BIEN) ,,000 ,,
37 ,UNION REPUBLICANA (UR) ,,000 ,,
25 ,PARTIDO DE AVANZADA NACIONAL (PAN) ,,000 ,,
34 ,PARTIDO DE INTEGRACIÓN NACIONAL (PIN) ,,000 ,,
16 ,FRENTE DE CONVERGENCIA NACIONAL (FCN-NACION) ,,001 ,,
80 ,COMITE CIVICO LA GOTA DE AGUA (COMITE CIVICO LA GOTA DE AGUA) ,,000 ,,
13 ,PARTIDO POLITICO NOSOTROS (PPN) ,,000 ,,
88 ,SEMILLA URNG-MAIZ WINAQ (SEMILLA URNG-MAIZ WINAQ) ,,24 ,,
12 ,M FAMILIA (MI FAMILIA) ,,004 ,,
33 ,CABAL (CABAL) ,,001 ,,
17 ,VISION CON VALORES (VIVA) ,,1 ,1 ,
22 ,PODEMOS (PODEMOS) ,,009 ,,
116 ,PARTIDO DE OPORTUNIDADES Y DESARROLLO (PODER) ,,0.00 ,,
20 ,COMPROMISO, RENOVACION Y ORDEN (CREO) ,,06 ,5 ,





Table: Table_3

Código Nombre y Siglas ,,Votos ,Válidos ,
Total Votos Válidos (Es lo sumo de los votos obtenidos por los organizaciones políticas) ,2 ,201 ,6 ,
Votos Nulos ,,014 ,,
Votos en Blanco ,,001 ,,
Total Votos Válidamente Emitidos (Es la suma de los votos válidos, votos nulos y votos en bionco) ,,1 ,6 ,
Votos Inválidos ,,,,
Total Votos (Es la suma de los votos válidamente emitidos votos Invólidos) ,,,6 ,





