Table: Table_1

Mesa Número ,109 ,,
Departamento ,01 ,Guatemala ,
Municipio ,01 ,Distrito Central ,
Tipo de Elección ,,Corporación Municipal ,





Table: Table_2

Código ,Nombre y Siglas ,Votos ,Válidos 0 ,,
23 ,TODOS (TODOS) ,,,,
15 ,UNIDAD NACIONAL DE LA ESPERANZA (UNE) ,,,,
41 ,VALOR UNIONISTA (VALOR UNIONISTA) ,,1 ,,
30 ,PARTIDO REPUBLICANO (PR) ,,Q ,prop ,
31 ,CAMBIO (CAMBIO) ,,,,
32 ,PARTIDO AZUL (AZUL) ,,,,
27 ,MOVIMIENTO PARA LA LIBERACION DE LOS PUEBLOS (MLP) ,,,,
18 ,VICTORIA (VICTORIA) ,,,4 ,
36 ,VAMOS POR UNA GUATEMALA DIFERENTE (VAMOS) ,,1 ,4 ,
28 ,PARTIDO HUMANISTA DE GUATEMALA (PHG) ,,,$ ,
26 ,BIENESTAR NACIONAL (BIEN) ,0 ,& ,9 ,
37 ,UNION REPUBLICANA (UR) ,D ,& ,} ,
25 ,PARTIDO DE AVANZADA NACIONAL (P N) ,,0 ,4 ,
34 ,PARTIDO DE INTEGRACIÓN NACIONAL (PIN) ,0 ,,,
16 ,FRENTE DE CONVERGENCIA NACIONAL (FCN-NACION) ,,,1 ,
80 ,COMITE CIVICO LA GOTA DE AGUA (COMITE CIVICO LA GOTA DE AGUA) ,0 ,& ,Q ,
13 ,PARTIDO POLITICO NOSOTROS (PPN) ,Q ,0 ,4 ,
88 ,SEMILLA URNG-MAIZ WINAQ (SEMILLA URNG-MAIZ WINAQ) ,7 ,of ,got ,
12 ,MI FAMILIA (MI FAMILIA) ,0 ,,of ,
33 ,CABAL (CABAL) ,0 ,Q ,4 ,
17 ,VISION CON VALORES (VIVA) ,0 ,0 ,1 ,
22 ,PODEMOS (PODEMOS) ,0 ,1 ,3 ,
116 ,PARTIDO DE OPORTUNIDADES DESARROLLO (PODER) ,D ,0 ,1 ,
20 ,COMPROMISO, RENOVACION Y ORDEN (CREO) ,a Q ,,spt ,





Table: Table_3

Código Nombre Siglas ,,Votos ,Válidos ,
Total Votos Válidos (Es la sumo de los votos obtenidos por las organizaciones políticos) ,2 ,5 ,2 ,
Votos Nulos ,Q 00 ,IX ,7 ,
Votos en Blanco ,,,0 ,
Total Votos Válidamente Emitidos (Es la suma de los votos vólidos, votos nulos y votos en blanco) ,,259 ,,
Votos Inválidos ,D. ,Q ,0 ,
Total Votos (Es la suma de los votos vólidamente emitidos y votos invólidos) ,,25 ,9 ,





