Table: Table_1

Mesa Número ,1183 ,,
Departamento ,01 ,Guatemala ,
Municipio ,01 ,Distrito Central ,
Tipo de Elección ,,Corporación Municipal ,





Table: Table_2

Código ,Nombre y Siglas ,Votos ,Válidos ,,
23 ,TODOS (TODOS) ,,012 ,,
15 ,UNIDAD NACIONAL DE LA ESPERANZA (UNE) ,,029 ,,
41 ,VALOR UNIONISTA (VALOR UNIONISTA) ,,090 ,,
30 ,PARTIDO REPUBLICANO (PR) ,,000 ,,
31 ,CAMBIO (CAMBIO) ,0 ,0 ,2, ,
32 ,PARTIDO AZUL (AZUL) ,0 ,1 ,1 ,
27 ,MOVIMIENTO PARA LA LIBERACION DE LOS PUEBLOS [MLP) ,0 ,0 ,0 ,
18 ,VICTORIA (VICTORIA) ,0 ,0 ,1 ,
36 ,VAMOS POR UNA GUATEMALA DIFERENTE (VAMOS) ,0 ,0 ,9 ,
28 ,PARTIDO HUMANISTA DE GUATEMALA (PHG) ,0 ,0 ,,
26 ,BIENESTAR NACIONAL (BIEN) ,,0 ,6 ,
37 ,UNION REPUBLICANA (UR) ,0 ,U ,1 ,
25 ,PARTIDO DE AVANZADA NACIONAL (PAN) ,0 ,,1 ,
34 ,PARTIDO DE INTEGRACIÓN NACIONAL (PIN) ,0 ,0 ,1 ,
16 ,FRENTE DE CONVERGENCIA NACIONAL (FCN-NACION) ,0 ,0 ,3 ,
80 ,COMITE CIVICO LA GOTA DE AGUA (COMITE CIVICO LA GOTA DE AGUA) ,0 ,0 ,1 ,
13 ,PARTIDO POLITICO NOSOTROS (PPN) ,,0 0 3 ,,
88 ,SEVILLA URNG-MAIZ WINAQ (SEMILLA URNG-MAIZ WINAQ) ,,03 ,3 ,
12 ,MI FAMILIA (MI FAMILIA) ,0 ,0 ,5 ,
33 ,CABAL (CABAL) ,0 ,0 ,1 ,
17 ,VISION CON VALORES (VIVA) ,0 ,0 ,2 ,
22 ,PODEMOS (PODEMOS) ,,016 ,,
116 ,PARTIDO DE OPORTUNIDADES 1 DESARROLLO (PODER) ,,000 ,,
20 ,COMPROMISO, RENOVACION Y ORDEN (CREO) ,0 ,6 ,5 ,





Table: Table_3

Código Nombre y Siglas ,,Votos ,Válidos ,
Total Votos Válidos (Es la suma de los votos obtenidos por las organizaciones politicas) ,,293 ,,
Votos Nulos ,,009 ,,
Votos en Blanco ,,002 ,,
Total Votos Validamente Emitidos ;(Es la sumo de los votos válidos, votos nulos y votos en blanco) ,,304 ,,
Votos Inválidos ,,000 ,,
Total Votos (Es to sumo de los votos vólidamente emitidos y votos Invólidos) ,,30 ,4 ,





