Table: Table_1

Meso Número ,1066 ,,
Departamento ,01 ,Guatemala ,
Municipio ,01 ,Distrito Central ,
Tipo de Elección ,Corporación ,Municipal ,





Table: Table_2

Código Nombre y Siglas ,,Votos ,Válidos ,
Total Votos Válidos (Es la sumo de los votos obtenidos por los organizaciones politicos) ,,226 ,,
Votos Nulos ,,13 ,,
Votos en Blanco ,,- ,,
Total Votos Válidamente Emitidos (Es lo sumo de los votos válidos, votos nulos y votos en blanco) ,,239 ,,
Votos Inválidos ,,,,
Total Votos (Es lo sumo de los votos vólidomente emitidos y votos inválidos) ,,239 ,,





Table: Table_3

Código ,Nombre y Siglas ,Votos Válidos ,
23 ,TODOS (TODOS) ,9 ,
15 ,UNIDAD NACIONAL DE LA ESPERANZA (UNE) ,41 ,
41 ,VALOR UNIONISTA (VALOR UNIONISTA) ,60 ,
30 ,PARTIDO REPUBLICANO (PR) ,- ,
31 ,CAMBIO (CAMBIO) ,4 ,
32 ,PARTIDO AZUL (AZUL ,2 ,
27 ,MOVIMIENTO PARA LA LIBERACION DE 105 PUEBLOS (MLP) ,I ,
18 ,VICTORIA (VICTORIA) ,4 ,
36 ,VAMOS POR UNA GUATEMALA DIFERENTE (VAMOS) ,2 ,
28 ,PARTIDO HUMANISTA DE GUATEMALA (PHG) ,0 ,
26 ,BIENESTAR NACIONAL (BIEN) ,3 ,
37 ,UNION REPUBLICANA (UR) ,0 ,
25 ,PARTIDO DE AVANZADA NACIONAL (PAN) ,2 ,
34 ,PARTIDO DE INTEGRACIÓN NACIONAL (PIN) ,1 ,
16 ,FRENTE DE CONVERGENCIA NACIONAL (FCN-NACION) ,C ,
80 ,COMITE CIVICO LA GOTA DE AGUA (COMITE CIVICO LA GOTA DE AGUA) ,I ,
13 ,PARTIDO POLITICO NOSOTROS (PPN) ,I ,
88 ,SEMILLA URNG-MAIZ WINAQ (SEMILLA URNG-MAIZ WINAQ) ,36 ,
12 ,MI FAMILIA (MI FAMILIA) ,0 ,
33 ,CABAL (CABAL) ,O ,
17 ,VISION CON VALORES (VIVA) ,4 ,
22 ,PODEMOS (PODEMOS) ,13 ,
116 ,PARTIDO DE OPORTUNIDADES X DESARROLLO {PODER) ,I ,
20 ,COMPROMISO, RENOVACION Y ORDEN (CREO) ,41 ,





