Table: Table_1

Mesa Número ,304 ,,
Departamento ,01 ,Guatemala ,
Municipio ,01 ,Distrito Central ,
Tipo de Elección ,,Corporación Municipal ,





Table: Table_2

Código ,Nombre y Siglas ,Votos ,Válidos ,,
23 ,TODOS (TODOS) ,,015 ,,
15 ,UNIDAD NACIONAL DE LA ESPERANZA (UNE) ,,2 ,I ,
41 ,VALOR UNIONISTA (VALOR UNIONISTA) ,,068 ,,
30 ,PARTIDO REPUBLICANO {PR) ,0 ,0 ,I ,
31 ,CAMBIO (CAMBIO) ,,,I ,
32 ,PARTIDO AZUL (AZUL) ,,006 ,,
27 ,MOVIMIENTO PARA LA LIBERACION DE LOS PUEBLOS (MLP) ,,000 ,,
18 ,VICTORIA (VICTORIA) ,,008 ,,
36 ,VAMOS POR UNA GUATEMALA DIFERENTE (VAMOS) ,,005 ,,
28 ,PARTIDO HUMANISTA DE GUATEMALA (PHG) ,,001 ,,
26 ,BIENESTAR NACIONAL (BIEN) ,,001 ,,
37 ,UNION REPUBLICANA (UR) ,,000 ,,
25 ,PARTIDO DE AVANZADA NACIONAL (PA N) ,,002 ,,
34 ,PARTIDO DE INTEGRACIÓN NACIONAL (PIN) ,,002 ,,
16 ,FRENTE DE CONVERGENCIA NACIONAL (FCN-NACION) ,,001 ,,
80 ,COMITE CIVICO LA GOTA DE AGUA (COMITE CIVICO LA GOTA DE AGUA) ,,001 ,,
13 ,PARTIDO POLITICO NOSOTROS (PPN) ,,002 ,,
88 ,SEMILLA URNG-MAIZ WINAQ (SEMILLA URNG-MAIZ WINAQ) ,,044 ,,
12 ,MI FAMILIA (MI FAMILIA) ,,001 ,,
33 ,CABAL (CABAL) ,,003 ,,
17 ,VISION CON VALORES (VIVA) ,,007 ,,
22 ,PODEMOS (PODEMOS) ,,016 ,,
116 ,PARTIDO DE OPORTUNIDADES Y DESARROLLO {PODER) ,,001 ,,
20 ,COMPROMISO, RENOVACION Y ORDEN (CREO) ,,049 ,,





Table: Table_3

Código Nombre y Siglas ,,Votos ,Válidos ,
,,,,
Total Votos Válidos (Es la suma de los votos obtenidos por los organizaciones politicas) ,,256 ,,
Votos Nulos ,,/ ,5 ,
Votos en Blanco ,,002 ,,
Total Votos Válidamente Emitidos (Es la suma de los votos válidos, votos nulos y votos en blanco) ,,273 ,,
Votos Inválidos ,,000 ,,
Total Votos (Es to suma de los votos vólidamente emitidos y votos inválidos) ,,277 ,3 ,





