Table: Table_1

Mesa Número ,1575 ,,
Departamento ,01 ,Guatemala ,
Municipio ,01 ,Distrito Central ,
Tipo de Elección ,Corporación ,Municipal ,





Table: Table_2

Código ,Nombre y Siglas ,Votos ,Válidos ,,
23 ,TODOS (TODOS) ,,0 ,-1 ,
15 ,UNIDAD NACIONAL DE LA ESPERANZA (UNE) ,2 ,O ,10 ,
41 ,VALOR UNIONISTA (VALOR UNIONISTA) ,0 ,3 ,2 ,
30 ,PARTIDO REPUBLICANO (PR) ,0 ,0 ,0 ,
31 ,CAMBIO (CAMBIO) ,0 ,O ,5 ,
32 ,PARTIDO AZUL (AZUL) ,,C ,4 ,
27 ,MOVIMIENTO PARA LA LIBERACION DE LOS PUEBLOS (MLP) ,C ,2 ,1 ,
18 ,VICTORIA (VICTORIA) ,0 ,0 ,3 ,
36 ,VAMOS POR UNA GUATEMALA DIFERENTE (VAMOS) ,C ,0 ,7 ,
28 ,PARTIDO HUMANISTA DE GUATEMALA (PHG) ,,00 ,1 ,
26 ,BIENESTAR NACIONAL (BIEN) ,,00 ,\ ,
37 ,UNION REPUBLICANA (UR) ,2 ,0 ,0 ,
25 ,PARTIDO DE AVANZADA NACIONAL (P AN) ,0 ,0 ,2 ,
34 ,PARTIDO DE INTEGRACIÓN NACIONAL (PIN) ,J ,D ,0 ,
16 ,FRENTE DE CONVERGENCIA NACIONAL (FCN-NACION) ,O ,0 ,0 ,
80 ,COMITE CIVICO LA GOTA DE AGUA (COMITE CIVICO LA GOTA DE AGUA) ,O ,,,
13 ,PARTIDO POLITICO NOSOTROS (PPN) ,,O ,,
88 ,SEMILLA URNG-MAIZ WINAQ (SEMILLA URNG-MAIZ WINAQ) ,O ,,t ,
12 ,MI FAMILIA (MI FAMILIA) ,O ,0 ,\ ,
33 ,CABAL (CABAL) ,0 ,O ,2 ,
17 ,VISION CON VALORES (VIVA) ,,C ,4 ,
22 ,PODEMOS (PODEMOS) ,,00 ,C1 ,
116 ,PARTIDO DE OPORTUNIDADES y DESARROLLO (PODER) ,,O ,,
20 ,COMPROMISO RENOVACION Y ORDEN (CREO) ,,6 ,,





Table: Table_3

Código Nombre y Siglas ,,Votos ,Válidos ,
Total Votos Válidos (Es to suma de los votos obtenidos por las organizaciones políticas) ,,213 ,,
Votos Nulos ,C ,,,
Votos en Blanco ,,,,
Total Votos Válidamente Emitidos (Es lo suma de los votos válidos, votos nulos y votos en bionco) ,,228 ,,
Votos Inválidos ,,000 ,,
Total Votos (Es la suma de los votos válidomente emitidos y votos inválidos) ,,228 ,,





