Table: Table_1

Mesa Número ,1785 ,,
Departamento ,01 ,Guatemala ,
Municipio ,01 ,Distrito Central ,
Tipo de Elección ,Corporación ,Municipal ,





Table: Table_2

Código Nombre y Siglas ,,Votos ,Válidos ,
Total Votos Válidos (Es to sumo de los votos obtenidos por los organizaciones políticas) ,7 ,,79 ,
Votos Nulos ,0 ,1 ,1 ,
Votos en Blanco ,,004 ,,
Total Votos Validamente Emitidos (Es la sumo de los votos válidos, votos nutos y votos en blanco) ,,194 ,,
Votos Inválidos ,,000 ,,
Total Votos (Es la sumo de los votos válidomente emitidos y votos Invólidos) ,1 ,9 ,4 ,





Table: Table_3

Código ,Nombre y Siglas ,Votos ,Válidos ,,
23 ,TODOS (TODOS) ,,005 ,,
15 ,UNIDAD NACIONAL DE LA ESPERANZA (UNE) ,,,1 ,
41 ,VALOR UNIONISTA (VALOR UNIONISTA) ,,2 ,2 ,
30 ,PARTIDO REPUBLICANO {PR) ,,000 ,,
31 ,CAMBIO (CAMBIO) ,,001 ,2 ,
32 ,PARTIDO AZUL (AZUL) ,,,3 ,
27 ,MOVIMIENTO PARA LA LIBERACION DE LOS PUEBLOS (MLP) ,,,X 1 ,
18 ,VICTORIA (VICTORIA) ,,004 ,,
36 ,VAMOS POR UNA GUATEMALA DIFERENTE (VAMOS) ,,,X 4 ,
28 ,PARTIDO HUMANISTA DE GUATEMALA (PHG) ,,,X 1 ,
26 ,BIENESTAR NACIONAL (BIEN) ,O ,0 ,1 ,
37 ,UNION REPUBLICANA (UR) ,0 ,0 ,1 ,
25 ,PARTIDO DE AVANZADA NACIONAL (PAN) ,,00 ,3 ,
34 ,PARTIDO DE INTEGRACIÓN NACIONAL (PIN) ,,,,
16 ,FRENTE DE CONVERGENCIA NACIONAL (FCN-NACION) ,,000 ,,
80 ,COMITE CIVICO LA GOTA DE AGUA (COMITE CIVICO LA GOTA DE AGUA) ,,,,
13 ,PARTIDO POLITICO NOSOIROS (PPN) ,,,5 ,
88 ,SEMILLA URNG-MAIZ WINAO (SEMILLA URNG-MAIZ WINAQ) ,,S ,4 ,
12 ,MI FAMILIA (MI FAMILIA) ,,00 ,1 ,
33 ,CABAL (CABAL) ,,,1 ,
17 ,VISION CON VALORES (VIVA) ,,0 ,7 ,
22 ,PODEMOS (PODEMOS) ,,,1 ,
116 ,PARTIDO DE OPORTUNIDADES Y DESARROLLO (PODER) ,,000 ,,
20 ,COMPROMISO. RENOVACION y ORDEN (CREO) ,,03 ,7 ,





