Table: Table_1

Mesa Número ,1655 ,,
Departamento ,01 ,Guatemala ,
Municipio ,01 ,Distrito Central ,
Tipo de Elección ,Corporación ,Municipal ,





Table: Table_2

Código ,Nombre y Siglas ,Votos ,Válidos ,,
23 ,TODOS (TODOS) ,,011 ,,
15 ,UNIDAD NACIONAL DE LA ESPERANZA (UNE) ,[ ,,0 ,
41 ,VALOR UNIONISTA (VALOR UNIONISTA) ,0 ,7 ,5 ,
30 ,PARTIDO REPUBLICANO (PR) ,,000 ,,
31 ,CAMBIO (CAMBIO) ,,00. ,7 ,
32 ,PARTIDO AZUL (AZUL : ,,00 ,5 ,
27 ,MOVIMIENTO PARA LA LIBERACION DE LOS PUEBLOS (MLP) ,,00 ,4 ,
18 ,VICTORIA (VICTORIA) ,,00 ,0 ,
36 ,VAMOS POR UNA GUATEMALA DIFERENTE (VAMOS) ,0 ,0 ,6 ,
28 ,PARTIDO HUMANISTA DE GUATEMALA (PHG) ,0 ,0 ,2 ,
26 ,BIENESTAR NACIONAL (BIEN) ,0 ,0 ,7 ,
37 ,UNION REPUBLICANA (UR) ,0 ,0 ,/ ,
25 ,PARTIDO DE AVANZADA NACIONAL (PAN) ,0 ,0 ,4 ,
34 ,PARTIDO DE INTEGRACIÓN NACIONAL (PIN) ,0 ,0 ,0 ,
16 ,FRENTE DE CONVERGENCIA NACIONAL (FCN-NACION) ,0 ,0 ,/ ,
80 ,COMITE CIVICO LA GOTA DE AGUA (COMITE CIVICO LA GOTA DE AGUA) ,,000 ,,
13 ,PARTIDO POLITICO NOSOTROS (PPN) ,,00 ,0 ,
88 ,SEMILLA URNG-MAIZ WINAQ (SEMILLA URNG-MAIZ WINAQ) ,,03 ,0 ,
12 ,MI FAMILIA (MI FAMILIA) ,,00 ,2 ,
33 ,CABAL {CABAL) ,0 ,0 ,6 ,
17 ,VISION CON VALORES (VIVA) ,0 ,0 ,4 ,
22 ,PODEMOS (PODEMOS) ,0 ,0 ,9 ,
116 ,PARTIDO DE OPORTUNIDADES Y DESARROLLO (PODER) ,,00 ,0 ,
20 ,COMPROMISO, RENOVACION Y ORDEN (CREO) ,0 ,6 ,5 ,





Table: Table_3

Código Nombre y Siglas ,,Votos ,Válidos ,
Total Votos Válidos (Es la sumo de los votos obtenidos por las organizaciones políticos) ,2 ,4 ,9 ,
Votos Nulos ,,020 ,,
Votos en Blanco ,,0 ,/ ,
Total Votos Válldamente Emitidos (Es la sump de los votos vólidos, votos nulos y votos en blanco) ,,270 ,0 ,
Votos Inválidos ,,000 ,,
Total Votos (Es la sumo de los votos válidamente emitidos y votos Invólidos) ,2 ,7 ,0 ,





