Table: Table_1

Mesa Número ,767 ,,
Departamento ,01 ,Guatemala ,
Municipio ,01 ,Distrito Central ,
Tipo de Elección ,Corporación ,Municipal ,





Table: Table_2

Código ,Nombre y Siglas ,Votos ,Válidos ,,
23 ,TODOS (TODOS) ,,004 ,,
15 ,UNIDAD NACIONAL DE LA ESPERANZA (UNE) ,,017 ,,
41 ,VALOR UNIONISTA (VALOR UNIONISTA) ,,045 ,,
30 ,PARTIDO REPUBLICANO (PR) ,,001 ,,
31 ,CAMBIO (CAMBIO) ,,,1 ,
32 ,PARTIDO AZUL (AZUL) ,,007 ,X ,
27 ,MOVIMIENTO PARA LA LIBERACION DE LOS PUEBLOS (MLP) ,,000 ,,
18 ,VICTORIA (VICTORIA) ,,,X 7 ,
36 ,VAMOS POR UNA GUATEMALA DIFERENTE (VAMOS) ,,,2 ,
28 ,PARTIDO HUMANISTA DE GUATEMALA (PHG) ,,000 ,,
26 ,BIENESTAR NACIONAL (BIEN) ,,,2 ,
37 ,UNION REPUBLICANA (UR) ,,000 ,,
25 ,PARTIDO DE AVANZADA NACIONAL (PAN) ,,,2 ,
34 ,PARTIDO DE INTEGRACION NACIONAL (PIN) ,,000 ,,
16 ,FRENTE DE CONVERGENCIA NACIONAL (FCN-NACION) ,,,,
80 ,COMITE CIVICO LA GOTA DE AGUA (COMITE CIVICO LA GOTA DE AGUA) ,,,,
13 ,PARTIDO POLITICO NOSOTROS (PPN) ,,,,
88 ,SEMILLA URNG-MAIZ WINAO (SEMILLA URNG-MAIZ WINAQ) ,,7 ,1 ,
12 ,MI FAMILIA (MI FAMILIA) ,,000 ,,
33 ,CABAL (CABAL) ,,002 ,,
17 ,VISION CON VALORES (VIVA) ,,001 ,,
22 ,PODEMOS (PODEMOS) ,,010 ,,
116 ,PARTIDO DE OPORTUNIDADES Y DESARROLLO (PODER) ,,000 ,,
20 ,COMPROMISO. RENOVACION Y ORDEN (CREO) ,,035 ,,





Table: Table_3

Código Nombre y Siglas ,,Votos ,Válidos ,
,,,,
Total Votos Válidos (Es la sumo de los votos obtenidos por las organizaciones políticos) ,,202 ,,
Votos Nulos ,,009 ,,
Votos en Blanço ,,000 ,,
Total Votos Validamente Emitidos (Es la sumo de los votos vólidos, votos nulos y votos en blanco) ,,,,
Votos Inválidos ,,000 ,,
Total Votos (Es lo sumo de los votos válidomente emitidos y votos invólidos) ,2 ,1 ,1 ,





